congestion value : 18, drive info : CLMS_94_141:Q1, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ipsxb_ddrc_top/mcdq_dcp_top/mcdq_dcp_buf/B_ipsxb_distributed_fifo/u_ipsxb_distributed_fifo_distributed_fifo_v1_0/wr_addr [3]
congestion value : 1, drive info : CLMA_38_200:Q1, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ipsxb_ddrc_top/mcdq_rdatapath/mcdq_prefetch_fifo/ipsxb_distributed_fifo/u_ipsxb_distributed_fifo_distributed_fifo_v1_0/wr_addr [1]
congestion value : 1, drive info : CLMA_38_200:Q2, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ipsxb_ddrc_top/mcdq_rdatapath/mcdq_prefetch_fifo/ipsxb_distributed_fifo/u_ipsxb_distributed_fifo_distributed_fifo_v1_0/wr_addr [2]
congestion value : 1, drive info : CLMS_62_177:Q3, design net name : DDR3_Interface_Inst/DDR3_Inst/dfi_bank [7]
congestion value : 1, drive info : CLMS_130_149:Q2, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ipsxb_ddrc_top/mcdq_ui_axi/mcdq_reg_fifo2/data_1 [15]
congestion value : 1, drive info : CLMA_10_136:Q2, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ddrphy_top/ddrphy_slice_top/i_dqs_group[1].u_ddrphy_data_slice/dqsi_rdel_cal/next_default_samp_position [6]
congestion value : 1, drive info : CLMS_102_161:Q0, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ipsxb_ddrc_top/mcdq_ui_axi/old_row_addr_array[2] [6]
congestion value : 1, drive info : CLMS_102_125:Q0, design net name : DDR3_Interface_Inst/axi_wdata [118]
congestion value : 1, drive info : CLMA_138_181:Y3, design net name : Image_Process_Interface_Inst/Frame_WR_Interface_Inst2/FIFO_16x4096x128_Inst/U_ipml_fifo_FIFO_16x4096x128/U_ipml_fifo_ctrl/N2 [11]
congestion value : 1, drive info : CLMA_110_148:Y2, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ipsxb_ddrc_top/mcdq_ui_axi/old_row_addr_array[7] [12]
congestion value : 1, drive info : CLMS_18_201:Y3, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ddrphy_top/ddrphy_slice_top/i_dqs_group[1].u_ddrphy_data_slice/dqs_rddata_align/_N47826
congestion value : 1, drive info : CLMA_162_172:Q1, design net name : Image_Process_Interface_Inst/Frame_WR_Interface_Inst1/wr_cnt [1]
congestion value : 1, drive info : IOL_7_209:RX_DATA[0], design net name : DDR3_Interface_Inst/DDR3_Inst/u_ddrphy_top/ddrphy_slice_top/i_dqs_group[1].u_ddrphy_data_slice/ddrphy_rdata [48]
congestion value : 1, drive info : CLMS_118_141:Q0, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ddrphy_top/ddrphy_dfi/phy_wrdata_d [7]
congestion value : 1, drive info : CLMA_74_172:Y2, design net name : DDR3_Interface_Inst/DDR3_Inst/dfi_address [33]
congestion value : 1, drive info : CLMS_102_125:Q1, design net name : DDR3_Interface_Inst/axi_wdata [54]
congestion value : 1, drive info : CLMA_38_140:Q3, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ddrphy_top/ddrphy_calib_top/rdcal/cnt [8]
congestion value : 1, drive info : CLMS_102_117:Q1, design net name : DDR3_Interface_Inst/axi_wdata [44]
congestion value : 1, drive info : CLMA_102_128:Q1, design net name : DDR3_Interface_Inst/axi_wdata [38]
congestion value : 1, drive info : CLMA_58_173:Q2, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ipsxb_ddrc_top/norm_baddr_m [2]
congestion value : 1, drive info : CLMA_62_164:Q0, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ipsxb_ddrc_top/norm_cmd_l [7]
congestion value : 1, drive info : CLMS_42_161:Y1, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ddrphy_top/ddrphy_calib_top/ddrphy_init/_N10427
congestion value : 1, drive info : CLMA_46_168:Y2, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ddrphy_top/ddrphy_calib_top/ddrphy_wrlvl/_N48557
congestion value : 1, drive info : CLMS_130_165:Y2, design net name : Image_Process_Interface_Inst/Frame_WR_Interface_Inst3/N208 [25]
congestion value : 1, drive info : CLMA_14_144:Y0, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ddrphy_top/ddrphy_slice_top/i_dqs_group[0].u_ddrphy_data_slice/dqs_rddata_align/_N48224
congestion value : 1, drive info : CLMA_10_144:Y2, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ddrphy_top/ddrphy_slice_top/i_dqs_group[0].u_ddrphy_data_slice/dqs_rddata_align/_N47984
congestion value : 1, drive info : CLMA_138_165:Q1, design net name : DDR3_Interface_Inst/DDR_Arbitration_WR_Ctrl_Inst/mbus_waddr [26]
congestion value : 1, drive info : CLMA_134_172:Y1, design net name : DDR3_Interface_Inst/DDR_Arbitration_WR_Ctrl_Inst/_N9596
congestion value : 1, drive info : CLMA_154_152:Y0, design net name : Image_Process_Interface_Inst/Frame_WR_Interface_Inst1/N207 [15]
congestion value : 1, drive info : CLMA_138_165:Q3, design net name : DDR3_Interface_Inst/DDR_Arbitration_WR_Ctrl_Inst/mbus_waddr [24]
congestion value : 1, drive info : CLMA_138_164:Q0, design net name : DDR3_Interface_Inst/DDR_Arbitration_WR_Ctrl_Inst/mbus_waddr [23]
congestion value : 1, drive info : CLMA_150_148:Y1, design net name : DDR3_Interface_Inst/DDR_Arbitration_WR_Ctrl_Inst/_N8409
congestion value : 1, drive info : CLMA_62_168:Q3, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ipsxb_ddrc_top/norm_cmd_l [3]
congestion value : 1, drive info : CLMS_66_145:Q0, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ipsxb_ddrc_top/norm_addr_l [9]
congestion value : 1, drive info : CLMS_42_153:Y1, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ddrphy_top/ddrphy_calib_top/rdcal/_N47772
congestion value : 1, drive info : CLMA_114_200:Q1, design net name : Image_Process_Interface_Inst/Frame_WR_Interface_Inst3/FIFO_16x4096x128_Inst/U_ipml_fifo_FIFO_16x4096x128/U_ipml_fifo_ctrl/wptr [13]
congestion value : 1, drive info : CLMA_30_141:Q1, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ddrphy_top/ddrphy_calib_top/rdcal/ref_cnt_done
congestion value : 1, drive info : CLMA_46_156:Q1, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ddrphy_top/ddrphy_calib_top/rdcal_odt
congestion value : 1, drive info : CLMA_130_184:Q2, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ipsxb_ddrc_top/mcdq_wdatapath/mcdq_wdp_align/din_slip_dly [123]
congestion value : 1, drive info : CLMA_110_136:Q0, design net name : DDR3_Interface_Inst/axi_wdata [67]
congestion value : 1, drive info : CLMA_158_160:Q0, design net name : cmos1_href_16bit
congestion value : 1, drive info : CLMS_114_169:Q1, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ipsxb_ddrc_top/mcdq_ui_axi/old_row_addr_array[7] [5]
congestion value : 1, drive info : CLMA_114_160:Y3, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ipsxb_ddrc_top/mcdq_ui_axi/N185
congestion value : 1, drive info : CLMA_126_145:Q0, design net name : ddr_mbus_raddr0[11]
congestion value : 1, drive info : CLMA_78_152:Y0, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ipsxb_ddrc_top/mcdq_dcp_top/mcdq_dcp_buf/fifo_rdata_b [14]
congestion value : 1, drive info : CLMA_90_164:Q0, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ipsxb_ddrc_top/mcdq_dcp_top/mcdq_dcp_buf/fifo_rdata_a [10]
congestion value : 1, drive info : DRM_82_148:QB0[0], design net name : ddr_mbus_wdata3[2]
congestion value : 1, drive info : DRM_82_148:QB0[4], design net name : ddr_mbus_wdata3[66]
congestion value : 1, drive info : DRM_82_148:QB0[7], design net name : ddr_mbus_wdata3[114]
congestion value : 1, drive info : CLMS_98_145:Y2, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ipsxb_ddrc_top/mcdq_dcp_top/mcdq_dcp_buf/B_ipsxb_distributed_fifo/u_ipsxb_distributed_fifo_distributed_fifo_v1_0/u_ipsxb_distributed_fifo_ctr/N30 [2]
congestion value : 1, drive info : CLMA_138_180:Y2, design net name : Image_Process_Interface_Inst/Frame_WR_Interface_Inst2/FIFO_16x4096x128_Inst/U_ipml_fifo_FIFO_16x4096x128/U_ipml_fifo_ctrl/wwptr [8]
congestion value : 1, drive info : CLMA_90_172:Y1, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ipsxb_ddrc_top/mcdq_dcp_top/mcdq_dcp_buf/A_ipsxb_distributed_fifo/u_ipsxb_distributed_fifo_distributed_fifo_v1_0/u_ipsxb_distributed_fifo_ctr/N9 [1]
congestion value : 1, drive info : CLMA_74_140:Y2, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ipsxb_ddrc_top/mcdq_dcp_top/mcdq_dcp_back_ctrl/timing_prea_pass/N59
congestion value : 1, drive info : CLMA_134_184:Y2, design net name : Image_Process_Interface_Inst/Frame_WR_Interface_Inst2/FIFO_16x4096x128_Inst/U_ipml_fifo_FIFO_16x4096x128/U_ipml_fifo_ctrl/wrptr2_b [6]
congestion value : 1, drive info : CLMS_130_173:Q3, design net name : Image_Process_Interface_Inst/Frame_WR_Interface_Inst2/FIFO_16x4096x128_Inst/U_ipml_fifo_FIFO_16x4096x128/U_ipml_fifo_ctrl/wrptr2 [3]
congestion value : 1, drive info : CLMA_134_180:Q1, design net name : Image_Process_Interface_Inst/Frame_WR_Interface_Inst2/FIFO_16x4096x128_Inst/U_ipml_fifo_FIFO_16x4096x128/U_ipml_fifo_ctrl/wptr [10]
congestion value : 1, drive info : CLMS_74_105:Q2, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ipsxb_ddrc_top/mcdq_dcp_top/mcdq_dcp_back_ctrl/PRE_PASS_LOOP[4].timing_pre_pass/timing_cnt2 [2]
congestion value : 1, drive info : CLMA_90_144:Y1, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ipsxb_ddrc_top/mcdq_dcp_top/mcdq_dcp_back_ctrl/PRE_PASS_LOOP[0].timing_pre_pass/_N9988
congestion value : 1, drive info : CLMA_78_136:Q0, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ipsxb_ddrc_top/mcdq_dcp_top/back_rdata [15]
congestion value : 1, drive info : CLMA_90_160:Q1, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ipsxb_ddrc_top/mcdq_dcp_top/back_rdata [12]
congestion value : 1, drive info : CLMA_98_164:Q2, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ipsxb_ddrc_top/mcdq_dcd_top/mcdq_dcd_sm/cnt [3]
congestion value : 1, drive info : CLMS_98_173:Y2, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ipsxb_ddrc_top/mcdq_dcd_top/mcdq_dcd_sm/N89
congestion value : 1, drive info : CLMA_34_156:Y0, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ddrphy_top/ddrphy_slice_top/i_dqs_group[0].u_ddrphy_data_slice/data_slice_dqs_gate_cal/gatecal/dqs_gate_vld_n
congestion value : 1, drive info : CLMS_70_137:Q1, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ipsxb_ddrc_top/calib_norm_addr_m [8]
congestion value : 1, drive info : CLMS_98_165:Y1, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ipsxb_ddrc_top/buffer_almost_full
congestion value : 1, drive info : DRM_278_44:QA0[7], design net name : ms72xx_ctl/ms7210_ctl/cmd_iic [4]
congestion value : 1, drive info : CLMS_18_165:Y3, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ddrphy_top/ddrphy_slice_top/i_dqs_group[0].u_ddrphy_data_slice/data_slice_wrlvl/_N43863
congestion value : 1, drive info : IOL_7_162:RX_DATA[0], design net name : DDR3_Interface_Inst/DDR3_Inst/u_ddrphy_top/ddrphy_slice_top/i_dqs_group[0].u_ddrphy_data_slice/ddrphy_rdata [0]
congestion value : 1, drive info : CLMA_10_184:Q3, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ddrphy_top/ddrphy_slice_top/i_dqs_group[1].u_ddrphy_data_slice/data_slice_wrlvl/step_cnt [3]
congestion value : 1, drive info : CLMA_10_184:Q2, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ddrphy_top/ddrphy_slice_top/i_dqs_group[1].u_ddrphy_data_slice/data_slice_wrlvl/step_cnt [2]
congestion value : 1, drive info : CLMA_162_180:Y3, design net name : Image_Process_Interface_Inst/Frame_WR_Interface_Inst1/_N47376
congestion value : 1, drive info : CLMA_58_133:Q2, design net name : DDR3_Interface_Inst/DDR3_Inst/dfi_address [0]
congestion value : 1, drive info : IOL_7_146:RX_DATA[1], design net name : DDR3_Interface_Inst/DDR3_Inst/u_ddrphy_top/ddrphy_slice_top/i_dqs_group[0].u_ddrphy_data_slice/ddrphy_rdata [57]
congestion value : 1, drive info : CLMA_78_160:Q3, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ipsxb_ddrc_top/mcdq_dcp_top/mcdq_dcp_back_ctrl/req_rdata [10]
congestion value : 1, drive info : CLMS_98_165:Q0, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ipsxb_ddrc_top/mcdq_ui_axi/old_row_addr_array[3] [7]
congestion value : 1, drive info : CLMA_138_145:Q0, design net name : ddr_mbus_waddr3[9]
congestion value : 1, drive info : CLMS_166_169:Y2, design net name : Image_Process_Interface_Inst/Frame_WR_Interface_Inst0/FIFO_16x4096x128_Inst/U_ipml_fifo_FIFO_16x4096x128/U_ipml_fifo_ctrl/rwptr2 [3]
congestion value : 1, drive info : CLMA_74_112:Y1, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ipsxb_ddrc_top/mcdq_dcp_top/mcdq_dcp_back_ctrl/PRE_PASS_LOOP[5].timing_pre_pass/cmd_wr
congestion value : 1, drive info : CLMA_74_100:Q2, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ipsxb_ddrc_top/mcdq_dcp_top/mcdq_dcp_back_ctrl/PRE_PASS_LOOP[3].timing_pre_pass/timing_cnt1 [4]
congestion value : 1, drive info : CLMS_38_141:Q0, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ddrphy_top/ddrphy_calib_top/rdcal/cnt_trfc_pass
congestion value : 1, drive info : CLMA_78_164:Q2, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ipsxb_ddrc_top/mcdq_dcp_top/back_rdata [13]
congestion value : 1, drive info : CLMS_94_173:Q2, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ipsxb_ddrc_top/mcdq_dcd_top/mcdq_dcd_sm/dec_addr_d [3]
congestion value : 1, drive info : CLMA_98_164:Q1, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ipsxb_ddrc_top/mcdq_dcd_top/mcdq_dcd_sm/cnt [0]
congestion value : 1, drive info : CLMA_90_157:Y0, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ipsxb_ddrc_top/mcdq_dcp_top/mcdq_dcp_buf/dcd_wr_addr_adj_a [7]
congestion value : 1, drive info : CLMS_14_149:Y0, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ddrphy_top/ddrphy_slice_top/i_dqs_group[1].u_ddrphy_data_slice/dqsi_rdel_cal/rdel_ov_d [2]
congestion value : 1, drive info : CLMS_94_165:Q0, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ipsxb_ddrc_top/dcd_wr_addr [4]
congestion value : 1, drive info : CLMA_22_172:Y3, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ddrphy_top/ddrphy_slice_top/i_dqs_group[0].u_ddrphy_data_slice/data_slice_wrlvl/N475
congestion value : 1, drive info : CLMS_78_153:Y1, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ipsxb_ddrc_top/mcdq_dcp_top/mcdq_dcp_buf/fifo_rdata_a_comb [0]
congestion value : 1, drive info : CLMA_110_181:Y3, design net name : Image_Process_Interface_Inst/Frame_WR_Interface_Inst3/FIFO_16x4096x128_Inst/U_ipml_fifo_FIFO_16x4096x128/U_ipml_fifo_ctrl/wrptr2_b [1]
congestion value : 1, drive info : IOL_7_162:RX_DATA[5], design net name : DDR3_Interface_Inst/DDR3_Inst/u_ddrphy_top/ddrphy_slice_top/i_dqs_group[0].u_ddrphy_data_slice/ddrphy_rdata [5]
congestion value : 1, drive info : CLMA_58_156:Q2, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ipsxb_ddrc_top/mcdq_dfi/dcp2dfi_address [6]
congestion value : 1, drive info : IOL_7_146:RX_DATA[0], design net name : DDR3_Interface_Inst/DDR3_Inst/u_ddrphy_top/ddrphy_slice_top/i_dqs_group[0].u_ddrphy_data_slice/ddrphy_rdata [56]
congestion value : 1, drive info : CLMS_14_149:Y3, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ddrphy_top/ddrphy_slice_top/i_dqs_group[0].u_ddrphy_data_slice/dqs_rddata_align/_N44472
congestion value : 1, drive info : CLMA_114_152:Q2, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ipsxb_ddrc_top/mcdq_ui_axi/old_row_addr_array[2] [11]
congestion value : 1, drive info : CLMA_114_168:Q0, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ipsxb_ddrc_top/mcdq_ui_axi/old_row_addr_array[3] [2]
congestion value : 1, drive info : CLMA_62_168:Q0, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ipsxb_ddrc_top/norm_cmd_l [2]
congestion value : 1, drive info : CLMA_114_172:Q3, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ipsxb_ddrc_top/mcdq_ui_axi/u_user_cmd_fifo/data_1 [42]
congestion value : 1, drive info : CLMA_122_156:Y0, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ipsxb_ddrc_top/mcdq_ui_axi/u_user_cmd_fifo/data_0 [43]
congestion value : 1, drive info : CLMS_114_149:Q3, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ipsxb_ddrc_top/mcdq_ui_axi/u_user_cmd_fifo/data_0 [21]
congestion value : 1, drive info : SRB_8_184:ZQS[3], design net name : DDR3_Interface_Inst/DDR3_Inst/u_ddrphy_top/phy_wrdata [10]
congestion value : 1, drive info : CLMS_18_185:Q2, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ddrphy_top/ddrphy_slice_top/i_dqs_group[1].u_ddrphy_data_slice/data_slice_wrlvl/dq_rising
congestion value : 1, drive info : CLMA_150_144:Y1, design net name : DDR3_Interface_Inst/DDR_Arbitration_WR_Ctrl_Inst/_N8405
congestion value : 1, drive info : CLMA_154_169:Y2, design net name : DDR3_Interface_Inst/DDR_Arbitration_WR_Ctrl_Inst/_N8422
congestion value : 1, drive info : IOL_7_137:RX_DATA[1], design net name : DDR3_Interface_Inst/DDR3_Inst/u_ddrphy_top/ddrphy_slice_top/i_dqs_group[0].u_ddrphy_data_slice/ddrphy_rdata [49]
congestion value : 1, drive info : CLMA_18_172:Q2, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ddrphy_top/ddrphy_slice_top/i_dqs_group[0].u_ddrphy_data_slice/data_slice_wrlvl/wl_state_reg [1]
congestion value : 1, drive info : CLMA_138_141:Q1, design net name : DDR3_Interface_Inst/axi_wdata [39]
congestion value : 1, drive info : CLMA_18_168:Y3, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ddrphy_top/ddrphy_slice_top/i_dqs_group[0].u_ddrphy_data_slice/data_slice_wrlvl/N165
congestion value : 1, drive info : CLMS_18_129:Q2, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ddrphy_top/ddrphy_slice_top/i_dqs_group[1].u_ddrphy_data_slice/dqsi_rdel_cal/cnt [7]
congestion value : 1, drive info : CLMA_30_172:Y0, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ddrphy_top/ddrphy_slice_top/i_dqs_group[0].u_ddrphy_data_slice/data_slice_dqs_gate_cal/dqs_gate_coarse_cal/dqs_gate_pulse_r3 [3]
congestion value : 1, drive info : CLMA_186_164:Q3, design net name : Image_Process_Interface_Inst/Frame_WR_Interface_Inst1/FIFO_16x4096x128_Inst/U_ipml_fifo_FIFO_16x4096x128/U_ipml_fifo_ctrl/rwptr2 [3]
congestion value : 1, drive info : CLMS_134_153:Q0, design net name : ddr_mbus_waddr3[16]
congestion value : 1, drive info : CLMA_78_100:Q1, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ipsxb_ddrc_top/mcdq_dcp_top/mcdq_dcp_back_ctrl/PRE_PASS_LOOP[4].timing_pre_pass/timing_cnt1 [2]
congestion value : 1, drive info : CLMA_30_137:Y3, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ddrphy_top/ddrphy_calib_top/rdcal/_N48518
congestion value : 1, drive info : CLMA_90_109:Q0, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ipsxb_ddrc_top/mcdq_dcp_top/mcdq_dcp_back_ctrl/PRE_PASS_LOOP[1].timing_pre_pass/timing_cnt1 [2]
congestion value : 1, drive info : CLMS_18_153:Q2, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ddrphy_top/ddrphy_slice_top/dqs_read_data [20]
congestion value : 1, drive info : CLMA_46_224:Q2, design net name : Image_Process_Interface_Inst/Frame_RD_Interface_Inst/FIFO_128x512x16_Inst/U_ipml_fifo_FIFO_128x512x16/U_ipml_fifo_ctrl/wrptr2 [5]
congestion value : 1, drive info : CLMA_94_128:Q1, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ipsxb_ddrc_top/mcdq_dcd_top/mcdq_dcd_sm/dec_addr_d [22]
congestion value : 1, drive info : CLMS_14_149:Q2, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ddrphy_top/ddrphy_slice_top/dqs_read_data [47]
congestion value : 1, drive info : CLMS_14_149:Q3, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ddrphy_top/ddrphy_slice_top/dqs_read_data [53]
congestion value : 1, drive info : CLMA_90_264:Q2, design net name : DDR3_Interface_Inst/axi_wdata [116]
congestion value : 1, drive info : SRB_40_152:ZQW[2], design net name : Image_Process_Interface_Inst/Frame_RD_Interface_Inst/FIFO_128x512x16_Inst/U_ipml_fifo_FIFO_128x512x16/rd_addr [3]
congestion value : 1, drive info : SRB_40_172:ZQW[1], design net name : Image_Process_Interface_Inst/Frame_RD_Interface_Inst/FIFO_128x512x16_Inst/U_ipml_fifo_FIFO_128x512x16/rd_addr [3]
congestion value : 1, drive info : CLMA_146_168:Q1, design net name : ddr_mbus_waddr0[23]
congestion value : 1, drive info : CLMS_14_149:Q1, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ddrphy_top/ddrphy_slice_top/dqs_read_data [45]
congestion value : 1, drive info : CLMA_14_148:Y2, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ddrphy_top/ddrphy_slice_top/dqs_read_data [49]
congestion value : 1, drive info : DRM_82_148:QB0[1], design net name : ddr_mbus_wdata3[18]
congestion value : 1, drive info : CLMA_30_136:Q2, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ddrphy_top/ddrphy_slice_top/adj_rdel_done_tmp [0]
congestion value : 1, drive info : CLMA_46_168:Q1, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ddrphy_top/ddrphy_reset_ctrl/ddrphy_pll_lock_debounce/rise_cnt [9]
congestion value : 1, drive info : CLMA_110_156:Y6AB, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ipsxb_ddrc_top/mcdq_ui_axi/old_row_addr [2]
congestion value : 1, drive info : CLMA_110_161:Q2, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ipsxb_ddrc_top/mcdq_dcd_top/dec_addr [16]
congestion value : 1, drive info : CLMS_118_161:Q1, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ipsxb_ddrc_top/mcdq_ui_axi/u_user_cmd_fifo/data_0 [23]
congestion value : 1, drive info : CLMA_30_129:Q1, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ddrphy_top/ddrphy_slice_top/i_dqs_group[0].u_ddrphy_data_slice/dqsi_rdel_cal/state_reg [11]
congestion value : 1, drive info : CLMS_70_121:Q0, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ipsxb_ddrc_top/mcdq_dcp_top/mcdq_dcp_back_ctrl/PRE_PASS_LOOP[5].timing_pre_pass/timing_cnt1 [2]
congestion value : 1, drive info : CLMA_110_193:Q3, design net name : Image_Process_Interface_Inst/Frame_WR_Interface_Inst3/FIFO_16x4096x128_Inst/U_ipml_fifo_FIFO_16x4096x128/U_ipml_fifo_ctrl/wrptr2 [6]
congestion value : 1, drive info : SRB_292_56:ZQN[1], design net name : _N0
congestion value : 1, drive info : SRB_8_124:ZQS[3], design net name : DDR3_Interface_Inst/DDR3_Inst/ddrphy_dqs_rst
congestion value : 1, drive info : SRB_40_224:ZQW[3], design net name : Image_Process_Interface_Inst/Frame_RD_Interface_Inst/FIFO_128x512x16_Inst/U_ipml_fifo_FIFO_128x512x16/rd_addr [5]
congestion value : 1, drive info : CLMS_130_181:Q1, design net name : Image_Process_Interface_Inst/Frame_RD_Interface_Inst/mbus_rbusy_i [0]
congestion value : 1, drive info : CLMA_290_84:Y1, design net name : _N2
congestion value : 1, drive info : CLMA_34_180:Q0, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ddrphy_top/ddrphy_slice_top/gate_cal_error_tmp [1]
congestion value : 1, drive info : CLMA_174_172:Q3, design net name : Image_Process_Interface_Inst/Frame_WR_Interface_Inst0/FIFO_16x4096x128_Inst/U_ipml_fifo_FIFO_16x4096x128/U_ipml_fifo_ctrl/wrptr2 [5]
congestion value : 1, drive info : CLMA_110_156:Y6CD, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ipsxb_ddrc_top/mcdq_ui_axi/old_row_addr [10]
congestion value : 1, drive info : CLMS_38_173:Y3, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ddrphy_top/ddrphy_reset_ctrl/ddrphy_pll_lock_debounce/_N48338
congestion value : 1, drive info : CLMA_58_121:Q1, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ipsxb_ddrc_top/mcdq_dcp_top/mcdq_dcp_back_ctrl/timing_ref_pass/timing_cnt [2]
congestion value : 1, drive info : CLMA_66_124:Y1, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ipsxb_ddrc_top/mcdq_dcp_top/mcdq_dcp_back_ctrl/timing_ref_pass/N35_inv_1
congestion value : 1, drive info : CLMA_90_152:Y1, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ipsxb_ddrc_top/mcdq_dcp_top/mcdq_dcp_buf/cmd_rd
congestion value : 1, drive info : CLMS_186_181:Q2, design net name : Image_Process_Interface_Inst/Frame_WR_Interface_Inst1/FIFO_16x4096x128_Inst/U_ipml_fifo_FIFO_16x4096x128/U_ipml_fifo_ctrl/rwptr2 [9]
congestion value : 1, drive info : CLMS_18_157:Y2, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ddrphy_top/ddrphy_slice_top/dqs_read_data [51]
congestion value : 1, drive info : CLMA_146_164:Q0, design net name : ddr_mbus_waddr0[18]
congestion value : 1, drive info : CLMA_162_160:Q3, design net name : ddr_mbus_waddr2[27]
congestion value : 1, drive info : CLMS_114_193:Y2, design net name : Image_Process_Interface_Inst/Frame_WR_Interface_Inst3/FIFO_16x4096x128_Inst/U_ipml_fifo_FIFO_16x4096x128/U_ipml_fifo_ctrl/N2 [6]
