congestion value : 16, drive info : CLMS_78_173:Q0, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ipsxb_ddrc_top/mcdq_dcp_top/mcdq_dcp_buf/A_ipsxb_distributed_fifo/u_ipsxb_distributed_fifo_distributed_fifo_v1_0/wr_addr [0]
congestion value : 1, drive info : CLMA_30_184:Q1, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ddrphy_top/ddrphy_slice_top/i_dqs_group[1].u_ddrphy_data_slice/data_slice_dqs_gate_cal/gatecal/golden_value [2]
congestion value : 1, drive info : CLMA_34_124:Y2, design net name : _N48238
congestion value : 1, drive info : CLMA_62_164:Q0, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ipsxb_ddrc_top/norm_cmd_l [7]
congestion value : 1, drive info : CLMS_38_181:Y2, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ddrphy_top/ddrphy_slice_top/i_dqs_group[1].u_ddrphy_data_slice/data_slice_dqs_gate_cal/dqs_gate_coarse_cal/_N9029
congestion value : 1, drive info : CLMA_138_148:Y3, design net name : DDR3_Interface_Inst/DDR_Arbitration_WR_Ctrl_Inst/_N9512
congestion value : 1, drive info : CLMA_42_124:Q1, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ddrphy_top/ddrphy_slice_top/i_dqs_group[0].u_ddrphy_data_slice/dqsi_rdel_cal/left_margin [5]
congestion value : 1, drive info : CLMS_50_169:Q0, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ddrphy_top/ddrphy_calib_top/ddrphy_init/cnt_t200us [1]
congestion value : 1, drive info : CLMA_14_144:Y0, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ddrphy_top/ddrphy_slice_top/i_dqs_group[0].u_ddrphy_data_slice/dqs_rddata_align/_N48224
congestion value : 1, drive info : CLMA_10_144:Y2, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ddrphy_top/ddrphy_slice_top/i_dqs_group[0].u_ddrphy_data_slice/dqs_rddata_align/_N47984
congestion value : 1, drive info : CLMA_138_164:Q0, design net name : DDR3_Interface_Inst/DDR_Arbitration_WR_Ctrl_Inst/mbus_waddr [23]
congestion value : 1, drive info : CLMS_162_157:Y0, design net name : DDR3_Interface_Inst/DDR_Arbitration_WR_Ctrl_Inst/_N8415
congestion value : 1, drive info : CLMA_150_148:Y1, design net name : DDR3_Interface_Inst/DDR_Arbitration_WR_Ctrl_Inst/_N8409
congestion value : 1, drive info : CLMA_110_205:Y1, design net name : Image_Process_Interface_Inst/Frame_WR_Interface_Inst3/FIFO_16x4096x128_Inst/U_ipml_fifo_FIFO_16x4096x128/U_ipml_fifo_ctrl/wwptr [13]
congestion value : 1, drive info : CLMA_118_184:Y2, design net name : Image_Process_Interface_Inst/Frame_WR_Interface_Inst3/FIFO_16x4096x128_Inst/U_ipml_fifo_FIFO_16x4096x128/U_ipml_fifo_ctrl/wwptr [5]
congestion value : 1, drive info : CLMA_118_184:Y1, design net name : Image_Process_Interface_Inst/Frame_WR_Interface_Inst3/FIFO_16x4096x128_Inst/U_ipml_fifo_FIFO_16x4096x128/U_ipml_fifo_ctrl/wwptr [3]
congestion value : 1, drive info : CLMA_114_196:Q2, design net name : Image_Process_Interface_Inst/Frame_WR_Interface_Inst3/FIFO_16x4096x128_Inst/U_ipml_fifo_FIFO_16x4096x128/U_ipml_fifo_ctrl/wrptr1 [9]
congestion value : 1, drive info : CLMS_66_145:Q0, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ipsxb_ddrc_top/norm_addr_l [9]
congestion value : 1, drive info : CLMS_42_153:Y1, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ddrphy_top/ddrphy_calib_top/rdcal/_N47772
congestion value : 1, drive info : CLMA_34_136:Y2, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ddrphy_top/ddrphy_calib_top/rdcal/_N48517
congestion value : 1, drive info : CLMA_114_200:Q1, design net name : Image_Process_Interface_Inst/Frame_WR_Interface_Inst3/FIFO_16x4096x128_Inst/U_ipml_fifo_FIFO_16x4096x128/U_ipml_fifo_ctrl/wptr [13]
congestion value : 1, drive info : CLMS_42_149:Q3, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ddrphy_top/ddrphy_calib_top/rdcal_address [10]
congestion value : 1, drive info : CLMA_46_156:Q1, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ddrphy_top/ddrphy_calib_top/rdcal_odt
congestion value : 1, drive info : SRB_72_148:ZSNE[3], design net name : DDR3_Interface_Inst/DDR_Arbitration_WR_Ctrl_Inst/_N9466
congestion value : 1, drive info : CLMA_70_176:Q2, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ipsxb_ddrc_top/mcdq_wdatapath/ipsxb_distributed_fifo/u_ipsxb_distributed_fifo_distributed_fifo_v1_0/wr_addr [2]
congestion value : 1, drive info : CLMS_70_169:Q1, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ddrphy_top/ddrphy_dfi/phy_addr_d [35]
congestion value : 1, drive info : CLMA_46_172:Q2, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ddrphy_top/ddrphy_dfi/phy_we_n_d [0]
congestion value : 1, drive info : CLMA_98_168:Y0, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ipsxb_ddrc_top/mcdq_ui_axi/u_user_cmd_fifo/data_1 [16]
congestion value : 1, drive info : CLMA_110_160:Y0, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ipsxb_ddrc_top/mcdq_ui_axi/u_user_cmd_fifo/data_0 [47]
congestion value : 1, drive info : CLMA_110_148:Q0, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ipsxb_ddrc_top/mcdq_ui_axi/old_row_addr_array[7] [8]
congestion value : 1, drive info : CLMA_90_260:Q1, design net name : DDR3_Interface_Inst/axi_wdata [125]
congestion value : 1, drive info : CLMS_102_161:Q2, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ipsxb_ddrc_top/mcdq_ui_axi/old_row_addr_array[2] [2]
congestion value : 1, drive info : CLMS_122_149:Q1, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ipsxb_ddrc_top/mcdq_ui_axi/old_row_addr_array[2] [0]
congestion value : 1, drive info : CLMA_114_148:Q1, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ipsxb_ddrc_top/mcdq_ui_axi/old_row_addr_array[0] [11]
congestion value : 1, drive info : CLMA_114_148:Q0, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ipsxb_ddrc_top/mcdq_ui_axi/old_row_addr_array[0] [9]
congestion value : 1, drive info : CLMS_98_141:Q1, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ddrphy_top/ddrphy_dfi/phy_wrdata_d [51]
congestion value : 1, drive info : DRM_234_4:QB0[6], design net name : coms1_reg_config/i2c_data [22]
congestion value : 1, drive info : CLMS_118_141:Q2, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ddrphy_top/ddrphy_dfi/phy_wrdata_d [67]
congestion value : 1, drive info : CLMA_58_144:Q0, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ipsxb_ddrc_top/mcdq_dfi/dcp2dfi_address [0]
congestion value : 1, drive info : CLMA_66_132:Y0, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ipsxb_ddrc_top/mcdq_dcp_top/pipe_req_addr [26]
congestion value : 1, drive info : CLMA_126_145:Q0, design net name : ddr_mbus_raddr0[11]
congestion value : 1, drive info : CLMA_126_149:Q0, design net name : ddr_mbus_raddr0[15]
congestion value : 1, drive info : CLMS_18_165:Q0, design net name : ddr_mbus_rdata[6]
congestion value : 1, drive info : CLMS_18_165:Q1, design net name : ddr_mbus_rdata[38]
congestion value : 1, drive info : CLMA_50_232:Y0, design net name : Image_Process_Interface_Inst/Frame_RD_Interface_Inst/FIFO_128x512x16_Inst/U_ipml_fifo_FIFO_128x512x16/U_ipml_fifo_ctrl/wrptr2 [12]
congestion value : 1, drive info : CLMA_46_232:Q2, design net name : Image_Process_Interface_Inst/Frame_RD_Interface_Inst/FIFO_128x512x16_Inst/U_ipml_fifo_FIFO_128x512x16/U_ipml_fifo_ctrl/wrptr2 [13]
congestion value : 1, drive info : CLMS_158_161:Q1, design net name : Image_Process_Interface_Inst/Frame_WR_Interface_Inst2/wr_cnt [5]
congestion value : 1, drive info : CLMA_74_152:Q1, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ipsxb_ddrc_top/mcdq_dcp_top/mcdq_dcp_buf/fifo_rdata_b [24]
congestion value : 1, drive info : CLMA_78_152:Y0, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ipsxb_ddrc_top/mcdq_dcp_top/mcdq_dcp_buf/fifo_rdata_b [14]
congestion value : 1, drive info : CLMA_90_164:Q0, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ipsxb_ddrc_top/mcdq_dcp_top/mcdq_dcp_buf/fifo_rdata_a [10]
congestion value : 1, drive info : CLMA_74_168:Q0, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ipsxb_ddrc_top/mcdq_dcp_top/mcdq_dcp_buf/fifo_rdata_a [8]
congestion value : 1, drive info : CLMS_74_165:Y3, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ipsxb_ddrc_top/mcdq_dcp_top/mcdq_dcp_buf/dcd_wr_addr_adj_b [6]
congestion value : 1, drive info : DRM_142_168:QB0[0], design net name : ddr_mbus_wdata3[11]
congestion value : 1, drive info : CLMA_74_156:Y1, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ipsxb_ddrc_top/mcdq_dcp_top/mcdq_dcp_buf/cmd_act2rd
congestion value : 1, drive info : DRM_142_168:QB0[3], design net name : ddr_mbus_wdata3[59]
congestion value : 1, drive info : DRM_82_148:QB0[7], design net name : ddr_mbus_wdata3[114]
congestion value : 1, drive info : CLMA_46_232:Q0, design net name : Image_Process_Interface_Inst/Frame_RD_Interface_Inst/fifo_wr_water_level [8]
congestion value : 1, drive info : CLMA_154_157:Y1, design net name : Image_Process_Interface_Inst/Frame_WR_Interface_Inst2/N208 [20]
congestion value : 1, drive info : CLMS_130_137:Q0, design net name : DDR3_Interface_Inst/DDR3_Inst/dfi_wrdata [80]
congestion value : 1, drive info : CLMS_98_145:Y2, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ipsxb_ddrc_top/mcdq_dcp_top/mcdq_dcp_buf/B_ipsxb_distributed_fifo/u_ipsxb_distributed_fifo_distributed_fifo_v1_0/u_ipsxb_distributed_fifo_ctr/N30 [2]
congestion value : 1, drive info : CLMA_138_180:Y2, design net name : Image_Process_Interface_Inst/Frame_WR_Interface_Inst2/FIFO_16x4096x128_Inst/U_ipml_fifo_FIFO_16x4096x128/U_ipml_fifo_ctrl/wwptr [8]
congestion value : 1, drive info : CLMS_78_129:Q0, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ipsxb_ddrc_top/mcdq_dcp_top/mcdq_dcp_back_ctrl/trda2act_match [0]
congestion value : 1, drive info : CLMA_134_184:Y2, design net name : Image_Process_Interface_Inst/Frame_WR_Interface_Inst2/FIFO_16x4096x128_Inst/U_ipml_fifo_FIFO_16x4096x128/U_ipml_fifo_ctrl/wrptr2_b [6]
congestion value : 1, drive info : CLMA_62_128:Y2, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ipsxb_ddrc_top/mcdq_dcp_top/mcdq_dcp_back_ctrl/timing_act_pass/N33
congestion value : 1, drive info : CLMS_130_177:Q2, design net name : Image_Process_Interface_Inst/Frame_WR_Interface_Inst2/FIFO_16x4096x128_Inst/U_ipml_fifo_FIFO_16x4096x128/U_ipml_fifo_ctrl/wrptr2 [5]
congestion value : 1, drive info : CLMS_50_197:Y0, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ddrphy_top/ddrphy_reset_ctrl/_N48567
congestion value : 1, drive info : CLMS_78_137:Q0, design net name : DDR3_Interface_Inst/DDR3_Inst/dfi_wrdata [64]
congestion value : 1, drive info : CLMA_62_156:Q2, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ipsxb_ddrc_top/mcdq_dcp_top/mcdq_dcp_back_ctrl/back_rdata_d1 [22]
congestion value : 1, drive info : CLMS_274_53:Q0, design net name : ms72xx_ctl/addr_tx [8]
congestion value : 1, drive info : CLMS_270_73:Q3, design net name : ms72xx_ctl/data_in_rx [1]
congestion value : 1, drive info : CLMA_42_172:Q0, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ddrphy_top/ddrphy_reset_ctrl/ddrphy_pll_lock_debounce/rise_cnt [0]
congestion value : 1, drive info : CLMA_38_184:Q0, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ddrphy_top/ddrphy_reset_ctrl/wrlvl_ck_dly_start_rst_d2
congestion value : 1, drive info : CLMS_70_113:Q1, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ipsxb_ddrc_top/mcdq_dcp_top/mcdq_dcp_back_ctrl/PRE_PASS_LOOP[5].timing_pre_pass/timing_cnt2 [3]
congestion value : 1, drive info : CLMS_74_105:Q0, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ipsxb_ddrc_top/mcdq_dcp_top/mcdq_dcp_back_ctrl/PRE_PASS_LOOP[4].timing_pre_pass/timing_cnt2 [3]
congestion value : 1, drive info : CLMA_170_176:Q0, design net name : Image_Process_Interface_Inst/Frame_WR_Interface_Inst0/FIFO_16x4096x128_Inst/U_ipml_fifo_FIFO_16x4096x128/U_ipml_fifo_ctrl/rwptr1 [9]
congestion value : 1, drive info : CLMA_74_96:Y1, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ipsxb_ddrc_top/mcdq_dcp_top/mcdq_dcp_back_ctrl/PRE_PASS_LOOP[3].timing_pre_pass/N29_inv_1
congestion value : 1, drive info : CLMS_134_169:Q1, design net name : Image_Process_Interface_Inst/Frame_WR_Interface_Inst2/FIFO_16x4096x128_Inst/U_ipml_fifo_FIFO_16x4096x128/U_ipml_fifo_ctrl/wptr [4]
congestion value : 1, drive info : CLMS_290_77:Y1, design net name : ms72xx_ctl/iic_dri_rx/N72
congestion value : 1, drive info : CLMA_90_137:Q3, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ipsxb_ddrc_top/mcdq_dcp_top/mcdq_dcp_back_ctrl/PRE_PASS_LOOP[0].timing_pre_pass/timing_cnt1 [0]
congestion value : 1, drive info : CLMA_90_144:Y1, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ipsxb_ddrc_top/mcdq_dcp_top/mcdq_dcp_back_ctrl/PRE_PASS_LOOP[0].timing_pre_pass/_N9988
congestion value : 1, drive info : CLMS_294_77:Y0, design net name : ms72xx_ctl/iic_dri_rx/half_cycle
congestion value : 1, drive info : CLMA_78_148:Q3, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ipsxb_ddrc_top/mcdq_dcp_top/back_rdata [42]
congestion value : 1, drive info : CLMA_274_72:Q0, design net name : ms72xx_ctl/iic_dri_rx/send_data [2]
congestion value : 1, drive info : CLMA_78_136:Q0, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ipsxb_ddrc_top/mcdq_dcp_top/back_rdata [15]
congestion value : 1, drive info : CLMA_30_173:Q3, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ddrphy_top/ddrphy_slice_top/i_dqs_group[0].u_ddrphy_data_slice/data_slice_dqs_gate_cal/dqs_gate_coarse_cal/dqs_gate_pulse_r3 [2]
congestion value : 1, drive info : CLMA_110_165:Q2, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ipsxb_ddrc_top/mcdq_dcd_top/mcdq_dcd_bm/user_addr_d [16]
congestion value : 1, drive info : CLMA_98_180:Q1, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ipsxb_ddrc_top/mcdq_dcd_top/mcdq_dcd_bm/refresh_cnt [11]
congestion value : 1, drive info : CLMA_98_176:Q2, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ipsxb_ddrc_top/mcdq_dcd_top/mcdq_dcd_bm/refresh_cnt [7]
congestion value : 1, drive info : CLMA_34_156:Y0, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ddrphy_top/ddrphy_slice_top/i_dqs_group[0].u_ddrphy_data_slice/data_slice_dqs_gate_cal/gatecal/dqs_gate_vld_n
congestion value : 1, drive info : CLMS_282_81:Q0, design net name : ms72xx_ctl/ms7200_ctl/freq_rec_1d [16]
congestion value : 1, drive info : CLMA_14_172:Y3, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ddrphy_top/ddrphy_slice_top/i_dqs_group[0].u_ddrphy_data_slice/data_slice_wrlvl/N334
congestion value : 1, drive info : DRM_278_44:QA0[7], design net name : ms72xx_ctl/ms7210_ctl/cmd_iic [4]
congestion value : 1, drive info : CLMA_146_152:Y3, design net name : Image_Process_Interface_Inst/Frame_WR_Interface_Inst0/_N6927
congestion value : 1, drive info : CLMS_18_165:Y3, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ddrphy_top/ddrphy_slice_top/i_dqs_group[0].u_ddrphy_data_slice/data_slice_wrlvl/_N43863
congestion value : 1, drive info : CLMS_14_165:Y2, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ddrphy_top/ddrphy_slice_top/u_slice_rddata_align/dqs_read_data_r [58]
congestion value : 1, drive info : CLMS_18_137:Q2, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ddrphy_top/ddrphy_slice_top/u_slice_rddata_align/dqs_read_data_r [29]
congestion value : 1, drive info : CLMS_22_133:Q3, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ddrphy_top/ddrphy_slice_top/i_dqs_group[1].u_ddrphy_data_slice/dqsi_rdel_cal/samp_win_size [7]
congestion value : 1, drive info : IOL_7_162:RX_DATA[0], design net name : DDR3_Interface_Inst/DDR3_Inst/u_ddrphy_top/ddrphy_slice_top/i_dqs_group[0].u_ddrphy_data_slice/ddrphy_rdata [0]
congestion value : 1, drive info : CLMS_22_197:Q0, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ddrphy_top/ddrphy_slice_top/i_dqs_group[1].u_ddrphy_data_slice/dqs_rddata_align/gdet_state_reg [0]
congestion value : 1, drive info : CLMS_18_213:Y1, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ddrphy_top/ddrphy_slice_top/i_dqs_group[1].u_ddrphy_data_slice/dqs_rddata_align/_N47834
congestion value : 1, drive info : IOL_7_210:RX_DATA[5], design net name : DDR3_Interface_Inst/DDR3_Inst/u_ddrphy_top/ddrphy_slice_top/i_dqs_group[1].u_ddrphy_data_slice/ddrphy_rdata [61]
congestion value : 1, drive info : IOL_7_202:RX_DATA[0], design net name : DDR3_Interface_Inst/DDR3_Inst/u_ddrphy_top/ddrphy_slice_top/i_dqs_group[1].u_ddrphy_data_slice/ddrphy_rdata [24]
congestion value : 1, drive info : CLMA_62_164:Q3, design net name : DDR3_Interface_Inst/DDR3_Inst/dfi_address [7]
congestion value : 1, drive info : CLMS_34_121:Y3, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ddrphy_top/ddrphy_slice_top/i_dqs_group[0].u_ddrphy_data_slice/dqsi_rdel_cal/total_margin_div2 [7]
congestion value : 1, drive info : CLMA_58_133:Q2, design net name : DDR3_Interface_Inst/DDR3_Inst/dfi_address [0]
congestion value : 1, drive info : IOL_7_146:RX_DATA[1], design net name : DDR3_Interface_Inst/DDR3_Inst/u_ddrphy_top/ddrphy_slice_top/i_dqs_group[0].u_ddrphy_data_slice/ddrphy_rdata [57]
congestion value : 1, drive info : CLMA_18_120:Y2, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ddrphy_top/ddrphy_slice_top/i_dqs_group[0].u_ddrphy_data_slice/dqsi_rdel_cal/N59
congestion value : 1, drive info : CLMA_190_168:Q0, design net name : Image_Process_Interface_Inst/Frame_WR_Interface_Inst1/FIFO_16x4096x128_Inst/U_ipml_fifo_FIFO_16x4096x128/U_ipml_fifo_ctrl/wrptr2 [1]
congestion value : 1, drive info : CLMA_78_160:Q3, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ipsxb_ddrc_top/mcdq_dcp_top/mcdq_dcp_back_ctrl/req_rdata [10]
congestion value : 1, drive info : CLMA_58_125:Y3, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ipsxb_ddrc_top/mcdq_dcp_top/mcdq_dcp_back_ctrl/timing_ref_pass/N15
congestion value : 1, drive info : CLMA_90_148:Q0, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ipsxb_ddrc_top/mcdq_dcp_top/mcdq_dcp_back_ctrl/back_valid_d1
congestion value : 1, drive info : CLMS_78_141:Y2, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ipsxb_ddrc_top/mcdq_dcp_top/mcdq_dcp_buf/fifo_rdata_b_comb [16]
congestion value : 1, drive info : CLMA_138_181:Y0, design net name : Image_Process_Interface_Inst/Frame_WR_Interface_Inst2/FIFO_16x4096x128_Inst/U_ipml_fifo_FIFO_16x4096x128/U_ipml_fifo_ctrl/N2 [8]
congestion value : 1, drive info : CLMA_138_185:Y0, design net name : Image_Process_Interface_Inst/Frame_WR_Interface_Inst2/FIFO_16x4096x128_Inst/U_ipml_fifo_FIFO_16x4096x128/U_ipml_fifo_ctrl/N2 [12]
congestion value : 1, drive info : CLMS_78_101:Q3, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ipsxb_ddrc_top/mcdq_dcp_top/mcdq_dcp_back_ctrl/trc_pass_match [4]
congestion value : 1, drive info : CLMA_90_120:Q3, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ipsxb_ddrc_top/mcdq_dcp_top/mcdq_dcp_back_ctrl/trda2act_match [6]
congestion value : 1, drive info : CLMS_94_97:Q0, design net name : DDR3_Interface_Inst/DDR3_Inst/dfi_wrdata [56]
congestion value : 1, drive info : CLMS_14_185:Y0, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ddrphy_top/ddrphy_slice_top/u_slice_rddata_align/dqs_read_data_r [33]
congestion value : 1, drive info : CLMS_146_177:Q3, design net name : ddr_mbus_wsel[2]
congestion value : 1, drive info : CLMS_166_169:Q3, design net name : Image_Process_Interface_Inst/Frame_WR_Interface_Inst0/FIFO_16x4096x128_Inst/U_ipml_fifo_FIFO_16x4096x128/U_ipml_fifo_ctrl/rwptr2 [5]
congestion value : 1, drive info : CLMA_66_120:Q0, design net name : DDR3_Interface_Inst/DDR3_Inst/dfi_wrdata [118]
congestion value : 1, drive info : CLMS_134_185:Q2, design net name : Image_Process_Interface_Inst/Frame_WR_Interface_Inst2/FIFO_16x4096x128_Inst/U_ipml_fifo_FIFO_16x4096x128/U_ipml_fifo_ctrl/wptr [14]
congestion value : 1, drive info : CLMA_94_148:Q0, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ipsxb_ddrc_top/mcdq_dcp_top/mcdq_dcp_buf/B_ipsxb_distributed_fifo/u_ipsxb_distributed_fifo_distributed_fifo_v1_0/u_ipsxb_distributed_fifo_ctr/wrptr2_b [4]
congestion value : 1, drive info : CLMA_74_112:Y1, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ipsxb_ddrc_top/mcdq_dcp_top/mcdq_dcp_back_ctrl/PRE_PASS_LOOP[5].timing_pre_pass/cmd_wr
congestion value : 1, drive info : CLMA_58_124:Q3, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ddrphy_top/ddrphy_calib_top/ddrphy_init/cnt_t500us [4]
congestion value : 1, drive info : CLMS_78_109:Q3, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ipsxb_ddrc_top/mcdq_dcp_top/mcdq_dcp_back_ctrl/PRE_PASS_LOOP[4].timing_pre_pass/timing_cnt0 [2]
congestion value : 1, drive info : CLMA_74_100:Q2, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ipsxb_ddrc_top/mcdq_dcp_top/mcdq_dcp_back_ctrl/PRE_PASS_LOOP[3].timing_pre_pass/timing_cnt1 [4]
congestion value : 1, drive info : CLMA_38_148:Q3, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ddrphy_top/ddrphy_calib_top/rdcal/cnt [16]
congestion value : 1, drive info : DRM_82_128:QB0[5], design net name : ddr_mbus_wdata3[86]
congestion value : 1, drive info : CLMA_78_148:Q2, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ipsxb_ddrc_top/mcdq_dcp_top/back_rdata [41]
congestion value : 1, drive info : CLMA_50_180:Q2, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ddrphy_top/ddrphy_dfi/phy_we_n_d [2]
congestion value : 1, drive info : CLMS_42_161:Y0, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ddrphy_top/ddrphy_info/mc_al [0]
congestion value : 1, drive info : CLMA_66_148:Q1, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ipsxb_ddrc_top/mcdq_dcp_top/back_rdata [29]
congestion value : 1, drive info : CLMA_66_148:Q2, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ipsxb_ddrc_top/mcdq_dcp_top/back_rdata [28]
congestion value : 1, drive info : CLMS_66_165:Q0, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ipsxb_ddrc_top/mcdq_dcp_top/back_rdata [21]
congestion value : 1, drive info : CLMS_42_181:Q1, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ddrphy_top/ddrphy_reset_ctrl/dll_lock_d [1]
congestion value : 1, drive info : CLMA_70_156:Q1, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ipsxb_ddrc_top/mcdq_dcp_top/back_rdata [20]
congestion value : 1, drive info : CLMS_74_149:Q2, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ipsxb_ddrc_top/mcdq_dcp_top/back_rdata [18]
congestion value : 1, drive info : CLMS_114_197:Y0, design net name : Image_Process_Interface_Inst/Frame_WR_Interface_Inst3/FIFO_16x4096x128_Inst/U_ipml_fifo_FIFO_16x4096x128/U_ipml_fifo_ctrl/N2 [8]
congestion value : 1, drive info : CLMS_98_177:Y3, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ipsxb_ddrc_top/mcdq_dcd_top/mcdq_dcd_sm/N408
congestion value : 1, drive info : CLMA_90_164:Y1, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ipsxb_ddrc_top/mcdq_dcp_top/mcdq_dcp_buf/dcd_wr_addr_adj_a [3]
congestion value : 1, drive info : CLMS_78_225:Q1, design net name : DDR3_Interface_Inst/axi_wdata [78]
congestion value : 1, drive info : CLMS_14_149:Y0, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ddrphy_top/ddrphy_slice_top/i_dqs_group[1].u_ddrphy_data_slice/dqsi_rdel_cal/rdel_ov_d [2]
congestion value : 1, drive info : CLMS_274_73:Q2, design net name : ms72xx_ctl/ms7200_ctl/cmd_index [2]
congestion value : 1, drive info : CLMA_110_185:Q2, design net name : Image_Process_Interface_Inst/Frame_WR_Interface_Inst3/FIFO_16x4096x128_Inst/U_ipml_fifo_FIFO_16x4096x128/U_ipml_fifo_ctrl/rwptr2 [3]
congestion value : 1, drive info : CLMS_62_169:Q2, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ipsxb_ddrc_top/calib_norm_cmd_l [3]
congestion value : 1, drive info : CLMA_62_180:Y2, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ipsxb_ddrc_top/mcdq_dfi/_N44193
congestion value : 1, drive info : CLMA_30_161:Y2, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ddrphy_top/ddrphy_slice_top/i_dqs_group[0].u_ddrphy_data_slice/data_slice_dqs_gate_cal/gatecal/gate_value_lock [5]
congestion value : 1, drive info : CLMS_22_125:Y2, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ddrphy_top/ddrphy_slice_top/i_dqs_group[1].u_ddrphy_data_slice/dqsi_rdel_cal/_N47783
