congestion value : 18, drive info : CLMA_78_168:Y3, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ipsxb_ddrc_top/mcdq_dcp_top/mcdq_dcp_buf/A_ipsxb_distributed_fifo/u_ipsxb_distributed_fifo_distributed_fifo_v1_0/wr_en_real
congestion value : 1, drive info : CLMS_34_201:Y3, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ipsxb_ddrc_top/mcdq_rdatapath/mcdq_prefetch_fifo/ipsxb_distributed_fifo/u_ipsxb_distributed_fifo_distributed_fifo_v1_0/u_ipsxb_distributed_fifo_ctr/wgnext [1]
congestion value : 1, drive info : CLMA_230_56:Y0, design net name : coms2_reg_config/N1125
congestion value : 1, drive info : CLMA_38_200:Y2, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ipsxb_ddrc_top/mcdq_rdatapath/mcdq_prefetch_fifo/ipsxb_distributed_fifo/u_ipsxb_distributed_fifo_distributed_fifo_v1_0/u_ipsxb_distributed_fifo_ctr/N2 [2]
congestion value : 1, drive info : CLMA_46_156:Y3, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ddrphy_top/mc_wl [2]
congestion value : 1, drive info : CLMA_230_56:Q0, design net name : coms2_reg_config/config_step_reg [0]
congestion value : 1, drive info : CLMA_70_168:Q3, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ipsxb_ddrc_top/mcdq_dfi/dcp2dfi_address [22]
congestion value : 1, drive info : CLMS_50_149:Q0, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ddrphy_top/mr1_ddr3 [1]
congestion value : 1, drive info : CLMS_50_153:Q0, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ddrphy_top/mr2_ddr3 [7]
congestion value : 1, drive info : CLMS_50_153:Q2, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ddrphy_top/mr2_ddr3 [12]
congestion value : 1, drive info : CLMS_46_221:Q3, design net name : Image_Process_Interface_Inst/Frame_RD_Interface_Inst/FIFO_128x512x16_Inst/U_ipml_fifo_FIFO_128x512x16/U_ipml_fifo_ctrl/wrptr1 [3]
congestion value : 1, drive info : CLMA_46_220:Q0, design net name : Image_Process_Interface_Inst/Frame_RD_Interface_Inst/FIFO_128x512x16_Inst/U_ipml_fifo_FIFO_128x512x16/U_ipml_fifo_ctrl/wrptr1 [5]
congestion value : 1, drive info : CLMS_98_129:Q2, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ipsxb_ddrc_top/mcdq_dcp_top/mcdq_dcp_back_ctrl/TWRA2ACT_LOOP[2].twra2act_timing/timing_cnt [0]
congestion value : 1, drive info : CLMA_42_168:Q3, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ddrphy_top/ddrphy_reset_ctrl/ddrphy_pll_lock_debounce/rise_cnt [1]
congestion value : 1, drive info : CLMA_270_72:Q0, design net name : ms72xx_ctl/data_in_rx [3]
congestion value : 1, drive info : CLMA_90_105:Q2, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ipsxb_ddrc_top/mcdq_dcp_top/mcdq_dcp_back_ctrl/TRDA2ACT_LOOP[4].trda2act_timing/timing_cnt [3]
congestion value : 1, drive info : CLMA_42_168:Q2, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ddrphy_top/ddrphy_reset_ctrl/ddrphy_pll_lock_debounce/rise_cnt [3]
congestion value : 1, drive info : CLMA_42_168:Q0, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ddrphy_top/ddrphy_reset_ctrl/ddrphy_pll_lock_debounce/rise_cnt [4]
congestion value : 1, drive info : CLMA_42_176:Q1, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ddrphy_top/ddrphy_reset_ctrl/ddrphy_pll_lock_debounce/rise_cnt [10]
congestion value : 1, drive info : CLMS_66_133:Y3, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ipsxb_ddrc_top/mcdq_dcp_top/mcdq_dcp_back_ctrl/_N47459
congestion value : 1, drive info : CLMS_74_117:Q1, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ipsxb_ddrc_top/mcdq_dcp_top/mcdq_dcp_back_ctrl/TRC_LOOP[7].trc_timing/timing_cnt [4]
congestion value : 1, drive info : CLMA_74_156:Q0, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ipsxb_ddrc_top/mcdq_dcp_top/mcdq_dcp_back_ctrl/back_rdata_d1 [0]
congestion value : 1, drive info : CLMA_78_168:Q0, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ipsxb_ddrc_top/mcdq_dcp_top/mcdq_dcp_back_ctrl/back_rdata_d1 [10]
congestion value : 1, drive info : CLMA_90_128:Q3, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ipsxb_ddrc_top/mcdq_dcp_top/mcdq_dcp_back_ctrl/PRE_PASS_LOOP[6].timing_pre_pass/timing_cnt2 [0]
congestion value : 1, drive info : CLMA_90_120:Q1, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ipsxb_ddrc_top/mcdq_dcp_top/mcdq_dcp_back_ctrl/PRE_PASS_LOOP[6].timing_pre_pass/timing_cnt1 [1]
congestion value : 1, drive info : CLMA_34_196:Y0, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ddrphy_top/ddrphy_slice_top/_N43852
congestion value : 1, drive info : CLMS_74_117:Y3, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ipsxb_ddrc_top/mcdq_dcp_top/mcdq_dcp_back_ctrl/PRE_PASS_LOOP[5].timing_pre_pass/cmd_rd
congestion value : 1, drive info : CLMS_134_169:Q3, design net name : Image_Process_Interface_Inst/Frame_WR_Interface_Inst2/FIFO_16x4096x128_Inst/U_ipml_fifo_FIFO_16x4096x128/U_ipml_fifo_ctrl/wrptr1 [0]
congestion value : 1, drive info : CLMA_78_136:Y2, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ipsxb_ddrc_top/mcdq_dcp_top/mcdq_dcp_back_ctrl/mcdq_timing_rd_pass/N106
congestion value : 1, drive info : CLMA_78_100:Q3, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ipsxb_ddrc_top/mcdq_dcp_top/mcdq_dcp_back_ctrl/PRE_PASS_LOOP[4].timing_pre_pass/timing_cnt1 [0]
congestion value : 1, drive info : CLMA_78_132:Q0, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ipsxb_ddrc_top/mcdq_dcp_top/mcdq_dcp_back_ctrl/mcdq_timing_rd_pass/timing_cnt1 [0]
congestion value : 1, drive info : CLMA_78_132:Q3, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ipsxb_ddrc_top/mcdq_dcp_top/mcdq_dcp_back_ctrl/mcdq_timing_rd_pass/timing_cnt1 [2]
congestion value : 1, drive info : CLMA_78_132:Q2, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ipsxb_ddrc_top/mcdq_dcp_top/mcdq_dcp_back_ctrl/mcdq_timing_rd_pass/timing_cnt1 [3]
congestion value : 1, drive info : CLMA_30_157:Q2, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ddrphy_top/ddrphy_slice_top/gate_cal_error_tmp [0]
congestion value : 1, drive info : CLMA_74_100:Q3, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ipsxb_ddrc_top/mcdq_dcp_top/mcdq_dcp_back_ctrl/PRE_PASS_LOOP[3].timing_pre_pass/timing_cnt1 [0]
congestion value : 1, drive info : CLMA_74_164:Q2, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ipsxb_ddrc_top/mcdq_dcp_top/mcdq_dcp_back_ctrl/req_rdata [9]
congestion value : 1, drive info : CLMA_90_104:Q0, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ipsxb_ddrc_top/mcdq_dcp_top/mcdq_dcp_back_ctrl/PRE_PASS_LOOP[2].timing_pre_pass/timing_cnt2 [1]
congestion value : 1, drive info : CLMS_134_177:Q0, design net name : Image_Process_Interface_Inst/Frame_WR_Interface_Inst2/FIFO_16x4096x128_Inst/U_ipml_fifo_FIFO_16x4096x128/U_ipml_fifo_ctrl/wptr [7]
congestion value : 1, drive info : CLMS_62_157:Q0, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ipsxb_ddrc_top/mcdq_dcp_top/mcdq_dcp_back_ctrl/req_rdata [20]
congestion value : 1, drive info : CLMA_90_101:Y3, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ipsxb_ddrc_top/mcdq_dcp_top/mcdq_dcp_back_ctrl/PRE_PASS_LOOP[2].timing_pre_pass/N55
congestion value : 1, drive info : CLMA_90_112:Q1, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ipsxb_ddrc_top/mcdq_dcp_top/mcdq_dcp_back_ctrl/PRE_PASS_LOOP[1].timing_pre_pass/timing_cnt2 [1]
congestion value : 1, drive info : CLMA_90_109:Q2, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ipsxb_ddrc_top/mcdq_dcp_top/mcdq_dcp_back_ctrl/PRE_PASS_LOOP[1].timing_pre_pass/timing_cnt1 [1]
congestion value : 1, drive info : CLMA_58_145:Y1, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ipsxb_ddrc_top/mcdq_dcp_top/mcdq_dcp_back_ctrl/tfaw_timing/N52 [1]
congestion value : 1, drive info : CLMA_274_80:Y2, design net name : ms72xx_ctl/iic_dri_rx/_N11778
congestion value : 1, drive info : CLMS_94_109:Y0, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ipsxb_ddrc_top/mcdq_dcp_top/mcdq_dcp_back_ctrl/PRE_PASS_LOOP[1].timing_pre_pass/N29_inv_1
congestion value : 1, drive info : CLMA_58_141:Q1, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ipsxb_ddrc_top/mcdq_dcp_top/mcdq_dcp_back_ctrl/tfaw_timing/TFAW_LOOP[0].mcdq_tfaw/timing_cnt [3]
congestion value : 1, drive info : CLMA_58_141:Q2, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ipsxb_ddrc_top/mcdq_dcp_top/mcdq_dcp_back_ctrl/tfaw_timing/TFAW_LOOP[0].mcdq_tfaw/timing_cnt [4]
congestion value : 1, drive info : CLMA_94_136:Q2, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ipsxb_ddrc_top/mcdq_dcp_top/mcdq_dcp_back_ctrl/PRE_PASS_LOOP[0].timing_pre_pass/timing_cnt2 [1]
congestion value : 1, drive info : CLMS_34_169:Y1, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ddrphy_top/ddrphy_slice_top/i_dqs_group[0].u_ddrphy_data_slice/data_slice_dqs_gate_cal/dqs_gate_coarse_cal/_N9256
congestion value : 1, drive info : CLMS_94_137:Y2, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ipsxb_ddrc_top/mcdq_dcp_top/mcdq_dcp_back_ctrl/PRE_PASS_LOOP[0].timing_pre_pass/N29_inv_1
congestion value : 1, drive info : CLMA_58_129:Y1, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ipsxb_ddrc_top/mcdq_dcp_top/mcdq_dcp_back_ctrl/timing_act_pass/_N1484
congestion value : 1, drive info : CLMA_130_172:Y2, design net name : Image_Process_Interface_Inst/Frame_WR_Interface_Inst2/FIFO_16x4096x128_Inst/U_ipml_fifo_FIFO_16x4096x128/U_ipml_fifo_ctrl/rwptr1 [6]
congestion value : 1, drive info : CLMS_174_181:Q2, design net name : Image_Process_Interface_Inst/Frame_WR_Interface_Inst0/FIFO_16x4096x128_Inst/U_ipml_fifo_FIFO_16x4096x128/U_ipml_fifo_ctrl/wbin [14]
congestion value : 1, drive info : CLMS_70_145:Q0, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ipsxb_ddrc_top/mcdq_dcp_top/back_rdata [26]
congestion value : 1, drive info : CLMA_66_132:Y3, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ipsxb_ddrc_top/mcdq_dcp_top/mcdq_dcp_back_ctrl/timing_act_pass/w_cnt_init0 [3]
congestion value : 1, drive info : CLMA_78_164:Q1, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ipsxb_ddrc_top/mcdq_dcp_top/back_rdata [10]
congestion value : 1, drive info : CLMA_70_136:Q2, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ipsxb_ddrc_top/mcdq_dcp_top/mcdq_dcp_back_ctrl/timing_prea_pass/timing_cnt2 [0]
congestion value : 1, drive info : CLMA_126_169:Y1, design net name : Image_Process_Interface_Inst/Frame_WR_Interface_Inst2/FIFO_16x4096x128_Inst/U_ipml_fifo_FIFO_16x4096x128/U_ipml_fifo_ctrl/wwptr [1]
congestion value : 1, drive info : CLMA_286_73:Q0, design net name : ms72xx_ctl/iic_dri_rx/state_reg [2]
congestion value : 1, drive info : CLMA_62_124:Q3, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ipsxb_ddrc_top/mcdq_dcp_top/mcdq_dcp_back_ctrl/timing_ref_pass/timing_cnt [0]
congestion value : 1, drive info : CLMA_134_176:Y2, design net name : Image_Process_Interface_Inst/Frame_WR_Interface_Inst2/FIFO_16x4096x128_Inst/U_ipml_fifo_FIFO_16x4096x128/U_ipml_fifo_ctrl/wwptr [2]
congestion value : 1, drive info : CLMA_94_172:Q2, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ipsxb_ddrc_top/mcdq_dcd_top/mcdq_dcd_sm/dec_addr_d [6]
congestion value : 1, drive info : CLMS_98_125:Q3, design net name : DDR3_Interface_Inst/DDR3_Inst/dfi_wrdata [12]
congestion value : 1, drive info : CLMS_98_165:Y2, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ipsxb_ddrc_top/mcdq_dcd_top/mcdq_dcd_sm/_N11862
congestion value : 1, drive info : CLMA_126_180:Q3, design net name : Image_Process_Interface_Inst/Frame_WR_Interface_Inst2/FIFO_16x4096x128_Inst/U_ipml_fifo_FIFO_16x4096x128/U_ipml_fifo_ctrl/rptr [11]
congestion value : 1, drive info : CLMA_282_56:Y0, design net name : ms72xx_ctl/iic_dri_tx/_N48717
congestion value : 1, drive info : CLMS_98_165:Y0, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ipsxb_ddrc_top/mcdq_dcd_top/mcdq_dcd_sm/N39
congestion value : 1, drive info : CLMS_102_145:Q2, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ipsxb_ddrc_top/mcdq_dcd_top/mcdq_dcd_bm/user_addr_d [25]
congestion value : 1, drive info : CLMA_110_165:Q0, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ipsxb_ddrc_top/mcdq_dcd_top/mcdq_dcd_bm/user_addr_d [15]
congestion value : 1, drive info : CLMS_34_161:Y0, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ddrphy_top/ddrphy_slice_top/i_dqs_group[0].u_ddrphy_data_slice/data_slice_dqs_gate_cal/gatecal/N81 [1]
congestion value : 1, drive info : CLMS_34_161:Y2, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ddrphy_top/ddrphy_slice_top/i_dqs_group[0].u_ddrphy_data_slice/data_slice_dqs_gate_cal/gatecal/N81 [3]
congestion value : 1, drive info : CLMA_30_165:Y2, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ddrphy_top/ddrphy_slice_top/i_dqs_group[0].u_ddrphy_data_slice/data_slice_dqs_gate_cal/gatecal/_N43851
congestion value : 1, drive info : CLMA_90_176:Q0, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ipsxb_ddrc_top/mcdq_dcp_top/mcdq_dcp_buf/A_ipsxb_distributed_fifo/u_ipsxb_distributed_fifo_distributed_fifo_v1_0/u_ipsxb_distributed_fifo_ctr/wrptr2_b [4]
congestion value : 1, drive info : CLMA_274_44:Q0, design net name : ms72xx_ctl/iic_dri_tx/receiv_data [5]
congestion value : 1, drive info : CLMS_94_173:Y0, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ipsxb_ddrc_top/mcdq_dcd_top/mcdq_dcd_bm/N37 [5]
congestion value : 1, drive info : CLMS_134_181:Y1, design net name : Image_Process_Interface_Inst/Frame_WR_Interface_Inst2/FIFO_16x4096x128_Inst/U_ipml_fifo_FIFO_16x4096x128/U_ipml_fifo_ctrl/wwptr [10]
congestion value : 1, drive info : CLMS_94_169:Y1, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ipsxb_ddrc_top/mcdq_dcd_top/mcdq_dcd_bm/N37 [2]
congestion value : 1, drive info : CLMA_154_165:Y0, design net name : Image_Process_Interface_Inst/Frame_WR_Interface_Inst2/N208 [27]
congestion value : 1, drive info : CLMA_46_228:Q1, design net name : Image_Process_Interface_Inst/Frame_RD_Interface_Inst/fifo_wr_water_level [5]
congestion value : 1, drive info : CLMA_46_228:Q0, design net name : Image_Process_Interface_Inst/Frame_RD_Interface_Inst/fifo_wr_water_level [4]
congestion value : 1, drive info : CLMA_30_161:Q2, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ddrphy_top/ddrphy_slice_top/i_dqs_group[0].u_ddrphy_data_slice/data_slice_dqs_gate_cal/gatecal/gate_value_lock [1]
congestion value : 1, drive info : CLMA_30_161:Q0, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ddrphy_top/ddrphy_slice_top/i_dqs_group[0].u_ddrphy_data_slice/data_slice_dqs_gate_cal/gatecal/gate_value_lock [3]
congestion value : 1, drive info : CLMA_30_160:Q1, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ddrphy_top/ddrphy_slice_top/i_dqs_group[0].u_ddrphy_data_slice/data_slice_dqs_gate_cal/gatecal/gate_win_size [0]
congestion value : 1, drive info : CLMS_274_93:Y0, design net name : ms72xx_ctl/ms7200_ctl/N1834
congestion value : 1, drive info : CLMA_30_160:Q2, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ddrphy_top/ddrphy_slice_top/i_dqs_group[0].u_ddrphy_data_slice/data_slice_dqs_gate_cal/gatecal/gate_win_size [2]
congestion value : 1, drive info : CLMA_34_160:Q0, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ddrphy_top/ddrphy_slice_top/i_dqs_group[0].u_ddrphy_data_slice/data_slice_dqs_gate_cal/gatecal/golden_value [1]
congestion value : 1, drive info : CLMS_270_89:Q3, design net name : ms72xx_ctl/ms7200_ctl/dri_cnt [3]
congestion value : 1, drive info : CLMA_62_172:Y2, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ipsxb_ddrc_top/calib_norm_baddr_m [0]
congestion value : 1, drive info : CLMA_74_160:Q1, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ipsxb_ddrc_top/mcdq_dcp_top/mcdq_dcp_buf/fifo_rdata_a [2]
congestion value : 1, drive info : CLMA_74_168:Q1, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ipsxb_ddrc_top/mcdq_dcp_top/mcdq_dcp_buf/fifo_rdata_a [13]
congestion value : 1, drive info : CLMA_74_172:Q2, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ipsxb_ddrc_top/calib_norm_addr_m [5]
congestion value : 1, drive info : CLMA_70_152:Q0, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ipsxb_ddrc_top/mcdq_dcp_top/mcdq_dcp_buf/fifo_rdata_a [24]
congestion value : 1, drive info : CLMS_74_153:Q0, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ipsxb_ddrc_top/mcdq_dcp_top/mcdq_dcp_buf/fifo_rdata_a [32]
congestion value : 1, drive info : CLMA_274_44:Y3, design net name : ms72xx_ctl/ms7210_ctl/N586
congestion value : 1, drive info : CLMS_46_181:Y1, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ddrphy_top/read_cmd [2]
congestion value : 1, drive info : CLMS_98_177:Q0, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ddrphy_top/ddrphy_dfi/phy_wrdata_d [98]
congestion value : 1, drive info : CLMA_122_172:Q2, design net name : Image_Process_Interface_Inst/Frame_WR_Interface_Inst2/fifo_rd_water_level [0]
congestion value : 1, drive info : CLMS_66_149:Y0, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ipsxb_ddrc_top/mcdq_dcp_top/mcdq_dcp_buf/fifo_rdata_a_comb [19]
congestion value : 1, drive info : CLMS_66_157:Y0, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ipsxb_ddrc_top/mcdq_dcp_top/mcdq_dcp_buf/fifo_rdata_a_comb [20]
congestion value : 1, drive info : CLMS_74_141:Y2, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ipsxb_ddrc_top/mcdq_dcp_top/mcdq_dcp_buf/fifo_rdata_a_comb [30]
congestion value : 1, drive info : CLMA_18_172:Y2, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ddrphy_top/ddrphy_slice_top/i_dqs_group[0].u_ddrphy_data_slice/data_slice_wrlvl/_N6
congestion value : 1, drive info : CLMS_74_165:Y2, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ipsxb_ddrc_top/mcdq_dcp_top/mcdq_dcp_buf/fifo_rdata_b [21]
congestion value : 1, drive info : CLMS_74_157:Y1, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ipsxb_ddrc_top/mcdq_dcp_top/mcdq_dcp_buf/fifo_rdata_b_comb [8]
congestion value : 1, drive info : CLMS_158_157:Q3, design net name : Image_Process_Interface_Inst/Frame_WR_Interface_Inst2/wr_cnt [3]
congestion value : 1, drive info : CLMS_94_161:Y0, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ipsxb_ddrc_top/mcdq_dcp_top/mcdq_dcp_buf/fifo_rdata_b_comb [12]
congestion value : 1, drive info : CLMA_46_220:Y2, design net name : Image_Process_Interface_Inst/Frame_RD_Interface_Inst/FIFO_128x512x16_Inst/U_ipml_fifo_FIFO_128x512x16/U_ipml_fifo_ctrl/wrptr2_b [4]
congestion value : 1, drive info : CLMS_46_221:Y2, design net name : Image_Process_Interface_Inst/Frame_RD_Interface_Inst/FIFO_128x512x16_Inst/U_ipml_fifo_FIFO_128x512x16/U_ipml_fifo_ctrl/wrptr2 [6]
congestion value : 1, drive info : CLMA_66_172:Y3, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ipsxb_ddrc_top/mcdq_dcp_top/mcdq_dcp_out/_N44255
congestion value : 1, drive info : CLMS_62_173:Y3, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ipsxb_ddrc_top/mcdq_dcp_top/mcdq_dcp_out/_N46442_2
congestion value : 1, drive info : CLMA_126_157:Q3, design net name : ddr_mbus_raddr0[26]
congestion value : 1, drive info : CLMA_90_185:Q0, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ddrphy_top/ddrphy_dfi/phy_wrdata_d [85]
congestion value : 1, drive info : CLMA_70_168:Q0, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ipsxb_ddrc_top/mcdq_dfi/dcp2dfi_address [20]
congestion value : 1, drive info : CLMA_126_181:Y2, design net name : Image_Process_Interface_Inst/Frame_WR_Interface_Inst2/FIFO_16x4096x128_Inst/U_ipml_fifo_FIFO_16x4096x128/U_ipml_fifo_ctrl/N84 [10]
congestion value : 1, drive info : CLMS_186_177:Y3, design net name : Image_Process_Interface_Inst/Frame_WR_Interface_Inst1/FIFO_16x4096x128_Inst/U_ipml_fifo_FIFO_16x4096x128/U_ipml_fifo_ctrl/N84 [11]
congestion value : 1, drive info : CLMS_22_177:Q2, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ddrphy_top/ddrphy_training_ctrl/dqs_rst_training_high_cnt [2]
congestion value : 1, drive info : CLMS_10_169:Q3, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ddrphy_top/ddrphy_slice_top/i_dqs_group[0].u_ddrphy_data_slice/data_slice_wrlvl/ck_dly_step [4]
congestion value : 1, drive info : CLMA_46_140:Q1, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ddrphy_top/calib_address [11]
congestion value : 1, drive info : CLMA_30_212:Q1, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ddrphy_top/ddrphy_slice_top/u_slice_rddata_align/dqs_read_data_r [115]
congestion value : 1, drive info : CLMA_58_165:Y0, design net name : DDR3_Interface_Inst/DDR3_Inst/dfi_bank [2]
congestion value : 1, drive info : CLMS_18_205:Q2, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ddrphy_top/ddrphy_slice_top/u_slice_rddata_align/dqs_read_data_r [85]
congestion value : 1, drive info : CLMS_18_201:Q1, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ddrphy_top/ddrphy_slice_top/u_slice_rddata_align/dqs_read_data_r [70]
congestion value : 1, drive info : CLMS_14_165:Y0, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ddrphy_top/ddrphy_slice_top/u_slice_rddata_align/dqs_read_data_r [52]
congestion value : 1, drive info : CLMA_126_161:Y2, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ipsxb_ddrc_top/mcdq_ui_axi/data_out [28]
congestion value : 1, drive info : CLMS_18_137:Y2, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ddrphy_top/ddrphy_slice_top/u_slice_rddata_align/dqs_read_data_r [25]
congestion value : 1, drive info : CLMS_118_137:Q1, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ddrphy_top/ddrphy_dfi/phy_wrdata_d [48]
congestion value : 1, drive info : CLMS_130_149:Q1, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ipsxb_ddrc_top/mcdq_ui_axi/mcdq_reg_fifo2/data_1 [16]
congestion value : 1, drive info : CLMA_130_148:Q3, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ipsxb_ddrc_top/mcdq_ui_axi/mcdq_reg_fifo2/data_1 [18]
congestion value : 1, drive info : CLMS_134_157:Q1, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ipsxb_ddrc_top/mcdq_ui_axi/mcdq_reg_fifo2/data_1 [24]
congestion value : 1, drive info : DRM_234_4:QA0[10], design net name : coms1_reg_config/i2c_data [9]
congestion value : 1, drive info : CLMA_30_132:Q2, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ddrphy_top/ddrphy_slice_top/i_dqs_group[1].u_ddrphy_data_slice/dqsi_rdel_cal/right_margin [6]
congestion value : 1, drive info : CLMA_90_113:Q1, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ddrphy_top/ddrphy_dfi/phy_wrdata_d [40]
congestion value : 1, drive info : CLMA_30_128:Q2, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ddrphy_top/ddrphy_slice_top/i_dqs_group[1].u_ddrphy_data_slice/dqsi_rdel_cal/right_margin [2]
congestion value : 1, drive info : CLMA_30_128:Q1, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ddrphy_top/ddrphy_slice_top/i_dqs_group[1].u_ddrphy_data_slice/dqsi_rdel_cal/right_margin [1]
congestion value : 1, drive info : CLMA_110_145:Q2, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ipsxb_ddrc_top/mcdq_ui_axi/old_row_addr_array[1] [13]
congestion value : 1, drive info : CLMA_122_164:Q0, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ipsxb_ddrc_top/mcdq_ui_axi/old_row_addr_array[2] [5]
congestion value : 1, drive info : CLMA_22_124:Q3, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ddrphy_top/ddrphy_slice_top/i_dqs_group[1].u_ddrphy_data_slice/dqsi_rdel_cal/left_margin [3]
congestion value : 1, drive info : CLMA_114_152:Q0, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ipsxb_ddrc_top/mcdq_ui_axi/old_row_addr_array[2] [10]
congestion value : 1, drive info : CLMA_114_152:Y2, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ipsxb_ddrc_top/mcdq_ui_axi/old_row_addr_array[2] [12]
