congestion value : 26, drive info : CLMS_18_193:Q1, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ddrphy_top/ddrphy_slice_top/u_slice_rddata_align/dqs_read_valid_r [1]
congestion value : 1, drive info : IOL_7_142:RX_DATA_DD, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ddrphy_top/ddrphy_slice_top/i_dqs_group[0].u_ddrphy_data_slice/dq_in_dly [5]
congestion value : 1, drive info : CLMA_138_164:Q0, design net name : DDR3_Interface_Inst/DDR_Arbitration_WR_Ctrl_Inst/mbus_waddr [23]
congestion value : 1, drive info : CLMA_138_160:Q2, design net name : DDR3_Interface_Inst/DDR_Arbitration_WR_Ctrl_Inst/mbus_waddr [20]
congestion value : 1, drive info : CLMS_162_157:Y0, design net name : DDR3_Interface_Inst/DDR_Arbitration_WR_Ctrl_Inst/_N8415
congestion value : 1, drive info : CLMA_150_148:Y1, design net name : DDR3_Interface_Inst/DDR_Arbitration_WR_Ctrl_Inst/_N8409
congestion value : 1, drive info : CLMS_134_173:Q1, design net name : DDR3_Interface_Inst/DDR_Arbitration_WR_Ctrl_Inst/DDR_WR_Ctrl_Inst/state_current_reg [0]
congestion value : 1, drive info : CLMA_134_160:Q0, design net name : DDR3_Interface_Inst/DDR_Arbitration_RD_Ctrl_Inst/mbus_raddr [19]
congestion value : 1, drive info : CLMA_118_184:Y2, design net name : Image_Process_Interface_Inst/Frame_WR_Interface_Inst3/FIFO_16x4096x128_Inst/U_ipml_fifo_FIFO_16x4096x128/U_ipml_fifo_ctrl/wwptr [5]
congestion value : 1, drive info : CLMS_34_137:Y0, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ddrphy_top/ddrphy_calib_top/rdcal/N673
congestion value : 1, drive info : CLMA_34_120:Y1, design net name : _N36343_5
congestion value : 1, drive info : CLMA_62_160:Q2, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ipsxb_ddrc_top/norm_baddr_m [0]
congestion value : 1, drive info : CLMA_58_173:Q1, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ipsxb_ddrc_top/mcdq_wdatapath/wr_strb [4]
congestion value : 1, drive info : CLMA_42_144:Y1, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ddrphy_top/ddrphy_calib_top/rdcal/_N43816
congestion value : 1, drive info : CLMS_38_145:Y1, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ddrphy_top/ddrphy_calib_top/rdcal/_N44148
congestion value : 1, drive info : CLMA_34_136:Y2, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ddrphy_top/ddrphy_calib_top/rdcal/_N48517
congestion value : 1, drive info : CLMA_114_200:Q1, design net name : Image_Process_Interface_Inst/Frame_WR_Interface_Inst3/FIFO_16x4096x128_Inst/U_ipml_fifo_FIFO_16x4096x128/U_ipml_fifo_ctrl/wptr [13]
congestion value : 1, drive info : CLMA_38_140:Q1, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ddrphy_top/ddrphy_calib_top/rdcal/cnt [6]
congestion value : 1, drive info : CLMA_38_140:Q2, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ddrphy_top/ddrphy_calib_top/rdcal/cnt [7]
congestion value : 1, drive info : CLMA_46_156:Q1, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ddrphy_top/ddrphy_calib_top/rdcal_odt
congestion value : 1, drive info : CLMA_78_228:Q0, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ipsxb_ddrc_top/mcdq_wdatapath/mcdq_wdp_align/din_slip_dly [110]
congestion value : 1, drive info : CLMA_130_184:Q0, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ipsxb_ddrc_top/mcdq_wdatapath/mcdq_wdp_align/din_slip_dly [107]
congestion value : 1, drive info : SRB_72_148:ZSNE[3], design net name : DDR3_Interface_Inst/DDR_Arbitration_WR_Ctrl_Inst/_N9466
congestion value : 1, drive info : CLMA_70_176:Q1, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ipsxb_ddrc_top/mcdq_wdatapath/ipsxb_distributed_fifo/u_ipsxb_distributed_fifo_distributed_fifo_v1_0/wr_addr [1]
congestion value : 1, drive info : CLMA_98_168:Q3, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ipsxb_ddrc_top/mcdq_ui_axi/u_user_cmd_fifo/data_1 [17]
congestion value : 1, drive info : CLMA_98_168:Y0, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ipsxb_ddrc_top/mcdq_ui_axi/u_user_cmd_fifo/data_1 [16]
congestion value : 1, drive info : CLMA_110_160:Y0, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ipsxb_ddrc_top/mcdq_ui_axi/u_user_cmd_fifo/data_0 [47]
congestion value : 1, drive info : CLMA_122_156:Q1, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ipsxb_ddrc_top/mcdq_ui_axi/u_user_cmd_fifo/data_0 [25]
congestion value : 1, drive info : CLMA_102_168:Q1, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ipsxb_ddrc_top/mcdq_ui_axi/u_user_cmd_fifo/data_0 [20]
congestion value : 1, drive info : CLMA_90_260:Q0, design net name : DDR3_Interface_Inst/axi_wdata [109]
congestion value : 1, drive info : CLMS_46_149:Q0, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ddrphy_top/calib_cas_n
congestion value : 1, drive info : CLMA_110_153:Q3, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ipsxb_ddrc_top/mcdq_ui_axi/old_row_addr_array[5] [12]
congestion value : 1, drive info : CLMS_122_149:Q1, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ipsxb_ddrc_top/mcdq_ui_axi/old_row_addr_array[2] [0]
congestion value : 1, drive info : CLMS_118_153:Q3, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ipsxb_ddrc_top/mcdq_ui_axi/old_row_addr_array[1] [0]
congestion value : 1, drive info : CLMS_98_141:Q1, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ddrphy_top/ddrphy_dfi/phy_wrdata_d [51]
congestion value : 1, drive info : CLMS_118_141:Q2, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ddrphy_top/ddrphy_dfi/phy_wrdata_d [67]
congestion value : 1, drive info : CLMS_50_213:Q1, design net name : Image_Process_Interface_Inst/Frame_RD_Interface_Inst/FIFO_128x512x16_Inst/U_ipml_fifo_FIFO_128x512x16/U_ipml_fifo_ctrl/rwptr1 [1]
congestion value : 1, drive info : CLMA_30_141:Y3, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ddrphy_top/adj_rdel_done
congestion value : 1, drive info : CLMA_58_144:Q0, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ipsxb_ddrc_top/mcdq_dfi/dcp2dfi_address [0]
congestion value : 1, drive info : CLMA_66_132:Y0, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ipsxb_ddrc_top/mcdq_dcp_top/pipe_req_addr [26]
congestion value : 1, drive info : CLMA_126_145:Q0, design net name : ddr_mbus_raddr0[11]
congestion value : 1, drive info : CLMA_126_149:Q0, design net name : ddr_mbus_raddr0[15]
congestion value : 1, drive info : CLMS_18_165:Q1, design net name : ddr_mbus_rdata[38]
congestion value : 1, drive info : CLMS_150_149:Q3, design net name : ddr_mbus_waddr1[7]
congestion value : 1, drive info : CLMS_78_165:Y3, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ipsxb_ddrc_top/mcdq_dcp_top/mcdq_dcp_buf/fifo_rdata_b_comb [13]
congestion value : 1, drive info : CLMS_158_161:Q1, design net name : Image_Process_Interface_Inst/Frame_WR_Interface_Inst2/wr_cnt [5]
congestion value : 1, drive info : CLMS_134_165:Q3, design net name : ddr_mbus_waddr3[26]
congestion value : 1, drive info : CLMS_78_161:Y2, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ipsxb_ddrc_top/mcdq_dcp_top/mcdq_dcp_buf/fifo_rdata_a_comb [41]
congestion value : 1, drive info : CLMS_78_145:Y1, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ipsxb_ddrc_top/mcdq_dcp_top/mcdq_dcp_buf/fifo_rdata_a_comb [17]
congestion value : 1, drive info : CLMA_90_164:Q0, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ipsxb_ddrc_top/mcdq_dcp_top/mcdq_dcp_buf/fifo_rdata_a [10]
congestion value : 1, drive info : DRM_82_212:QB0[4], design net name : ddr_mbus_wdata2[78]
congestion value : 1, drive info : DRM_82_148:QB0[0], design net name : ddr_mbus_wdata3[2]
congestion value : 1, drive info : CLMA_74_156:Y1, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ipsxb_ddrc_top/mcdq_dcp_top/mcdq_dcp_buf/cmd_act2rd
congestion value : 1, drive info : DRM_82_148:QB0[3], design net name : ddr_mbus_wdata3[50]
congestion value : 1, drive info : CLMA_150_180:Q0, design net name : ddr_mbus_wsel[0]
congestion value : 1, drive info : CLMA_46_232:Q0, design net name : Image_Process_Interface_Inst/Frame_RD_Interface_Inst/fifo_wr_water_level [8]
congestion value : 1, drive info : CLMA_154_161:Y3, design net name : Image_Process_Interface_Inst/Frame_WR_Interface_Inst2/N208 [26]
congestion value : 1, drive info : CLMS_134_185:Y3, design net name : Image_Process_Interface_Inst/Frame_WR_Interface_Inst2/FIFO_16x4096x128_Inst/U_ipml_fifo_FIFO_16x4096x128/U_ipml_fifo_ctrl/wwptr [12]
congestion value : 1, drive info : CLMA_138_180:Y3, design net name : Image_Process_Interface_Inst/Frame_WR_Interface_Inst2/FIFO_16x4096x128_Inst/U_ipml_fifo_FIFO_16x4096x128/U_ipml_fifo_ctrl/wwptr [11]
congestion value : 1, drive info : CLMS_130_145:Q3, design net name : DDR3_Interface_Inst/DDR3_Inst/dfi_wrdata [71]
congestion value : 1, drive info : CLMA_138_180:Y2, design net name : Image_Process_Interface_Inst/Frame_WR_Interface_Inst2/FIFO_16x4096x128_Inst/U_ipml_fifo_FIFO_16x4096x128/U_ipml_fifo_ctrl/wwptr [8]
congestion value : 1, drive info : CLMA_134_180:Y3, design net name : Image_Process_Interface_Inst/Frame_WR_Interface_Inst2/FIFO_16x4096x128_Inst/U_ipml_fifo_FIFO_16x4096x128/U_ipml_fifo_ctrl/wwptr [6]
congestion value : 1, drive info : CLMA_134_184:Y3, design net name : Image_Process_Interface_Inst/Frame_WR_Interface_Inst2/FIFO_16x4096x128_Inst/U_ipml_fifo_FIFO_16x4096x128/U_ipml_fifo_ctrl/wrptr2_b [8]
congestion value : 1, drive info : CLMA_134_184:Y2, design net name : Image_Process_Interface_Inst/Frame_WR_Interface_Inst2/FIFO_16x4096x128_Inst/U_ipml_fifo_FIFO_16x4096x128/U_ipml_fifo_ctrl/wrptr2_b [6]
congestion value : 1, drive info : CLMS_130_173:Q3, design net name : Image_Process_Interface_Inst/Frame_WR_Interface_Inst2/FIFO_16x4096x128_Inst/U_ipml_fifo_FIFO_16x4096x128/U_ipml_fifo_ctrl/wrptr2 [3]
congestion value : 1, drive info : CLMA_70_160:Q1, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ipsxb_ddrc_top/mcdq_dcp_top/mcdq_dcp_back_ctrl/req_rdata [8]
congestion value : 1, drive info : CLMA_74_136:Q1, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ipsxb_ddrc_top/mcdq_dcp_top/mcdq_dcp_back_ctrl/cmd_wr_pass_m
congestion value : 1, drive info : CLMS_70_153:Q2, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ipsxb_ddrc_top/mcdq_dcp_top/mcdq_dcp_back_ctrl/back_rdata_d1 [31]
congestion value : 1, drive info : CLMA_62_156:Q2, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ipsxb_ddrc_top/mcdq_dcp_top/mcdq_dcp_back_ctrl/back_rdata_d1 [22]
congestion value : 1, drive info : CLMA_274_76:Q3, design net name : ms72xx_ctl/addr_rx [5]
congestion value : 1, drive info : CLMA_70_140:Y2, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ipsxb_ddrc_top/mcdq_dcp_top/mcdq_dcp_back_ctrl/_N10335
congestion value : 1, drive info : CLMS_274_53:Q0, design net name : ms72xx_ctl/addr_tx [8]
congestion value : 1, drive info : CLMA_98_136:Q3, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ipsxb_ddrc_top/mcdq_dcp_top/mcdq_dcp_back_ctrl/TWRA2ACT_LOOP[0].twra2act_timing/timing_cnt [1]
congestion value : 1, drive info : CLMA_42_176:Q3, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ddrphy_top/ddrphy_reset_ctrl/ddrphy_pll_lock_debounce/rise_cnt [14]
congestion value : 1, drive info : CLMA_94_128:Y2, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ipsxb_ddrc_top/mcdq_dcp_top/mcdq_dcp_back_ctrl/TRDA2ACT_LOOP[0].trda2act_timing/N7
congestion value : 1, drive info : CLMS_78_137:Q3, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ipsxb_ddrc_top/mcdq_dcp_top/mcdq_dcp_back_ctrl/TRC_LOOP[0].trc_timing/timing_cnt [3]
congestion value : 1, drive info : CLMS_70_113:Q1, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ipsxb_ddrc_top/mcdq_dcp_top/mcdq_dcp_back_ctrl/PRE_PASS_LOOP[5].timing_pre_pass/timing_cnt2 [3]
congestion value : 1, drive info : CLMA_14_168:Q1, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ddrphy_top/ddrphy_slice_top/ck_dly_set_bin_tmp [7]
congestion value : 1, drive info : CLMS_74_105:Q2, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ipsxb_ddrc_top/mcdq_dcp_top/mcdq_dcp_back_ctrl/PRE_PASS_LOOP[4].timing_pre_pass/timing_cnt2 [2]
congestion value : 1, drive info : CLMA_78_96:Q0, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ipsxb_ddrc_top/mcdq_dcp_top/mcdq_dcp_back_ctrl/PRE_PASS_LOOP[4].timing_pre_pass/timing_cnt1 [4]
congestion value : 1, drive info : CLMA_94_120:Q0, design net name : DDR3_Interface_Inst/DDR3_Inst/dfi_wrdata [38]
congestion value : 1, drive info : CLMS_14_209:Q1, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ddrphy_top/ddrphy_slice_top/dqs_read_data [112]
congestion value : 1, drive info : CLMA_90_101:Q0, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ipsxb_ddrc_top/mcdq_dcp_top/mcdq_dcp_back_ctrl/PRE_PASS_LOOP[2].timing_pre_pass/timing_cnt1 [3]
congestion value : 1, drive info : CLMA_90_144:Y1, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ipsxb_ddrc_top/mcdq_dcp_top/mcdq_dcp_back_ctrl/PRE_PASS_LOOP[0].timing_pre_pass/_N9988
congestion value : 1, drive info : CLMS_294_77:Y0, design net name : ms72xx_ctl/iic_dri_rx/half_cycle
congestion value : 1, drive info : CLMA_274_72:Q0, design net name : ms72xx_ctl/iic_dri_rx/send_data [2]
congestion value : 1, drive info : CLMA_78_136:Q0, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ipsxb_ddrc_top/mcdq_dcp_top/back_rdata [15]
congestion value : 1, drive info : CLMA_90_160:Q1, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ipsxb_ddrc_top/mcdq_dcp_top/back_rdata [12]
congestion value : 1, drive info : CLMS_66_165:Q2, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ipsxb_ddrc_top/mcdq_dcp_top/back_rdata [8]
congestion value : 1, drive info : CLMA_78_164:Q0, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ipsxb_ddrc_top/mcdq_dcp_top/back_rdata [1]
congestion value : 1, drive info : CLMA_90_173:Q0, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ipsxb_ddrc_top/mcdq_dcd_top/mcdq_dcd_sm/dec_addr_d [7]
congestion value : 1, drive info : CLMA_110_165:Q2, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ipsxb_ddrc_top/mcdq_dcd_top/mcdq_dcd_bm/user_addr_d [16]
congestion value : 1, drive info : CLMA_98_176:Q3, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ipsxb_ddrc_top/mcdq_dcd_top/mcdq_dcd_bm/refresh_cnt [10]
congestion value : 1, drive info : CLMA_102_176:Y2, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ipsxb_ddrc_top/mcdq_dcd_top/_N43729
congestion value : 1, drive info : CLMA_274_80:Y1, design net name : ms72xx_ctl/ms7200_ctl/N2083
congestion value : 1, drive info : CLMS_274_89:Q3, design net name : ms72xx_ctl/ms7200_ctl/dri_cnt [4]
congestion value : 1, drive info : CLMS_146_157:Y0, design net name : Image_Process_Interface_Inst/Frame_WR_Interface_Inst0/N207 [11]
congestion value : 1, drive info : CLMS_282_81:Q0, design net name : ms72xx_ctl/ms7200_ctl/freq_rec_1d [16]
congestion value : 1, drive info : CLMA_146_152:Y1, design net name : Image_Process_Interface_Inst/Frame_WR_Interface_Inst0/_N6925
congestion value : 1, drive info : CLMA_154_177:Q1, design net name : Image_Process_Interface_Inst/Frame_WR_Interface_Inst0/fifo_rd_water_level [5]
congestion value : 1, drive info : SRB_12_176:ZQW[0], design net name : DDR3_Interface_Inst/DDR3_Inst/u_ddrphy_top/phy_wrdata [24]
congestion value : 1, drive info : CLMA_46_128:Q2, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ddrphy_top/mr2_ddr3 [6]
congestion value : 1, drive info : CLMA_46_144:Q3, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ddrphy_top/mr2_ddr3 [2]
congestion value : 1, drive info : CLMS_42_157:Q0, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ddrphy_top/mr1_ddr3 [5]
congestion value : 1, drive info : CLMS_14_165:Y2, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ddrphy_top/ddrphy_slice_top/u_slice_rddata_align/dqs_read_data_r [58]
congestion value : 1, drive info : CLMS_18_137:Q2, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ddrphy_top/ddrphy_slice_top/u_slice_rddata_align/dqs_read_data_r [29]
congestion value : 1, drive info : CLMS_18_125:Q3, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ddrphy_top/ddrphy_slice_top/i_dqs_group[1].u_ddrphy_data_slice/dqsi_rdel_cal/cnt [4]
congestion value : 1, drive info : IOL_7_162:RX_DATA[0], design net name : DDR3_Interface_Inst/DDR3_Inst/u_ddrphy_top/ddrphy_slice_top/i_dqs_group[0].u_ddrphy_data_slice/ddrphy_rdata [0]
congestion value : 1, drive info : CLMS_22_197:Q0, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ddrphy_top/ddrphy_slice_top/i_dqs_group[1].u_ddrphy_data_slice/dqs_rddata_align/gdet_state_reg [0]
congestion value : 1, drive info : CLMS_18_213:Y1, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ddrphy_top/ddrphy_slice_top/i_dqs_group[1].u_ddrphy_data_slice/dqs_rddata_align/_N47834
congestion value : 1, drive info : CLMS_18_193:Y0, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ddrphy_top/ddrphy_slice_top/i_dqs_group[1].u_ddrphy_data_slice/dqs_rddata_align/_N16
congestion value : 1, drive info : CLMS_62_181:Q2, design net name : DDR3_Interface_Inst/DDR3_Inst/dfi_address [40]
congestion value : 1, drive info : CLMA_182_169:Q0, design net name : Image_Process_Interface_Inst/Frame_WR_Interface_Inst1/FIFO_16x4096x128_Inst/U_ipml_fifo_FIFO_16x4096x128/U_ipml_fifo_ctrl/rwptr1 [6]
congestion value : 1, drive info : IOL_7_202:RX_DATA[1], design net name : DDR3_Interface_Inst/DDR3_Inst/u_ddrphy_top/ddrphy_slice_top/i_dqs_group[1].u_ddrphy_data_slice/ddrphy_rdata [25]
congestion value : 1, drive info : IOL_7_202:RX_DATA[0], design net name : DDR3_Interface_Inst/DDR3_Inst/u_ddrphy_top/ddrphy_slice_top/i_dqs_group[1].u_ddrphy_data_slice/ddrphy_rdata [24]
congestion value : 1, drive info : CLMA_58_133:Q2, design net name : DDR3_Interface_Inst/DDR3_Inst/dfi_address [0]
congestion value : 1, drive info : IOL_7_146:RX_DATA[1], design net name : DDR3_Interface_Inst/DDR3_Inst/u_ddrphy_top/ddrphy_slice_top/i_dqs_group[0].u_ddrphy_data_slice/ddrphy_rdata [57]
congestion value : 1, drive info : CLMA_18_120:Y2, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ddrphy_top/ddrphy_slice_top/i_dqs_group[0].u_ddrphy_data_slice/dqsi_rdel_cal/N59
congestion value : 1, drive info : CLMS_14_141:Y3, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ddrphy_top/ddrphy_slice_top/i_dqs_group[0].u_ddrphy_data_slice/dqs_rddata_align/_N48221
congestion value : 1, drive info : CLMA_154_165:Q2, design net name : ddr_mbus_waddr2[23]
congestion value : 1, drive info : CLMA_30_152:Q0, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ddrphy_top/ddrphy_slice_top/rddata_check_pass_tmp [0]
congestion value : 1, drive info : CLMA_190_168:Q0, design net name : Image_Process_Interface_Inst/Frame_WR_Interface_Inst1/FIFO_16x4096x128_Inst/U_ipml_fifo_FIFO_16x4096x128/U_ipml_fifo_ctrl/wrptr2 [1]
congestion value : 1, drive info : CLMA_58_169:Q0, design net name : DDR3_Interface_Inst/DDR3_Inst/dfi_we_n [0]
congestion value : 1, drive info : CLMA_58_169:Q1, design net name : DDR3_Interface_Inst/DDR3_Inst/dfi_cs_n [0]
congestion value : 1, drive info : CLMA_78_160:Q3, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ipsxb_ddrc_top/mcdq_dcp_top/mcdq_dcp_back_ctrl/req_rdata [10]
congestion value : 1, drive info : CLMA_154_164:Q3, design net name : ddr_mbus_waddr1[25]
congestion value : 1, drive info : CLMA_90_148:Q0, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ipsxb_ddrc_top/mcdq_dcp_top/mcdq_dcp_back_ctrl/back_valid_d1
congestion value : 1, drive info : CLMS_78_141:Y2, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ipsxb_ddrc_top/mcdq_dcp_top/mcdq_dcp_buf/fifo_rdata_b_comb [16]
congestion value : 1, drive info : CLMA_138_185:Y0, design net name : Image_Process_Interface_Inst/Frame_WR_Interface_Inst2/FIFO_16x4096x128_Inst/U_ipml_fifo_FIFO_16x4096x128/U_ipml_fifo_ctrl/N2 [12]
congestion value : 1, drive info : CLMS_78_101:Q3, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ipsxb_ddrc_top/mcdq_dcp_top/mcdq_dcp_back_ctrl/trc_pass_match [4]
congestion value : 1, drive info : CLMA_90_120:Q3, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ipsxb_ddrc_top/mcdq_dcp_top/mcdq_dcp_back_ctrl/trda2act_match [6]
congestion value : 1, drive info : CLMS_94_97:Q0, design net name : DDR3_Interface_Inst/DDR3_Inst/dfi_wrdata [56]
congestion value : 1, drive info : CLMS_14_185:Y0, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ddrphy_top/ddrphy_slice_top/u_slice_rddata_align/dqs_read_data_r [33]
congestion value : 1, drive info : CLMS_98_149:Y1, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ipsxb_ddrc_top/mcdq_dcp_top/mcdq_dcp_buf/B_ipsxb_distributed_fifo/u_ipsxb_distributed_fifo_distributed_fifo_v1_0/u_ipsxb_distributed_fifo_ctr/N30 [5]
congestion value : 1, drive info : CLMS_146_177:Q3, design net name : ddr_mbus_wsel[2]
congestion value : 1, drive info : CLMS_134_185:Q0, design net name : Image_Process_Interface_Inst/Frame_WR_Interface_Inst2/FIFO_16x4096x128_Inst/U_ipml_fifo_FIFO_16x4096x128/U_ipml_fifo_ctrl/wptr [12]
congestion value : 1, drive info : CLMA_94_128:Y1, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ipsxb_ddrc_top/mcdq_dcp_top/mcdq_dcp_back_ctrl/TRDA2ACT_LOOP[0].trda2act_timing/N25
congestion value : 1, drive info : CLMS_274_57:Q1, design net name : ms72xx_ctl/data_in_tx [0]
congestion value : 1, drive info : CLMS_170_177:Q3, design net name : Image_Process_Interface_Inst/Frame_WR_Interface_Inst0/FIFO_16x4096x128_Inst/U_ipml_fifo_FIFO_16x4096x128/U_ipml_fifo_ctrl/rbin [11]
congestion value : 1, drive info : CLMA_138_172:Q1, design net name : Image_Process_Interface_Inst/Frame_WR_Interface_Inst2/FIFO_16x4096x128_Inst/U_ipml_fifo_FIFO_16x4096x128/U_ipml_fifo_ctrl/wrptr2 [4]
congestion value : 1, drive info : CLMA_46_124:Q2, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ddrphy_top/ddrphy_calib_top/ddrphy_init/init_state_reg [4]
congestion value : 1, drive info : CLMS_78_105:Q2, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ipsxb_ddrc_top/mcdq_dcp_top/mcdq_dcp_back_ctrl/PRE_PASS_LOOP[2].timing_pre_pass/timing_cnt0 [2]
congestion value : 1, drive info : CLMA_50_176:Q0, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ddrphy_top/ddrphy_calib_top/ddrphy_wrlvl/cmd_cnt [5]
congestion value : 1, drive info : CLMS_290_77:Y3, design net name : ms72xx_ctl/iic_dri_rx/N434
congestion value : 1, drive info : CLMA_46_132:Y2, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ddrphy_top/ddrphy_calib_top/init_we_n
congestion value : 1, drive info : CLMA_38_148:Q3, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ddrphy_top/ddrphy_calib_top/rdcal/cnt [16]
congestion value : 1, drive info : CLMS_78_113:Q2, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ipsxb_ddrc_top/mcdq_dcp_top/mcdq_dcp_back_ctrl/PRE_PASS_LOOP[1].timing_pre_pass/timing_cnt0 [1]
congestion value : 1, drive info : DRM_82_128:QB0[5], design net name : ddr_mbus_wdata3[86]
congestion value : 1, drive info : CLMS_34_153:Q1, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ddrphy_top/ddrphy_calib_top/rdcal_ras_n
congestion value : 1, drive info : CLMA_50_180:Q2, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ddrphy_top/ddrphy_dfi/phy_we_n_d [2]
congestion value : 1, drive info : CLMS_42_161:Y0, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ddrphy_top/ddrphy_info/mc_al [0]
congestion value : 1, drive info : CLMA_66_148:Q1, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ipsxb_ddrc_top/mcdq_dcp_top/back_rdata [29]
congestion value : 1, drive info : CLMA_66_148:Q2, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ipsxb_ddrc_top/mcdq_dcp_top/back_rdata [28]
congestion value : 1, drive info : CLMS_66_165:Q0, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ipsxb_ddrc_top/mcdq_dcp_top/back_rdata [21]
congestion value : 1, drive info : CLMA_70_156:Q1, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ipsxb_ddrc_top/mcdq_dcp_top/back_rdata [20]
congestion value : 1, drive info : CLMA_46_192:Q0, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ddrphy_top/ddrphy_reset_ctrl/state_reg [4]
congestion value : 1, drive info : CLMS_38_161:Y1, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ddrphy_top/mc_rl [0]
congestion value : 1, drive info : DRM_142_168:QB0[2], design net name : ddr_mbus_wdata3[43]
